nbr_pol_id,var_pol_nombre,var_pol_cargo,var_pol_salario,var_pol_status
1276,Tony Schultz,Policia,930,Activo
1277,Ashley Hebert,Policia,930,Inactivo
1278,Antonio Nicholson,Policia,930,Activo
1279,Rebecca Sanchez,Cabo,1120,Activo
1280,Anthony Frank,Policia,930,Activo
1281,Crystal Jones,Policia,930,Activo
1282,David Ramos,Policia,930,Inactivo
1283,Kimberly Potter,Policia,930,Inactivo
1284,Ashley Ortiz,Policia,930,Activo
1285,Marisa Andrews,Sargento,1250,Inactivo
1286,Joseph Moore,Policia,930,Inactivo
1287,Brent Wallace,Policia,930,Activo
1288,Emily Murphy,Policia,930,Inactivo
1289,Daniel Thomas,Cabo,1120,Activo
1290,Michelle Sullivan,Policia,930,Inactivo
1291,Caroline Moore,Policia,930,Activo
1292,Jennifer Monroe,Policia,930,Activo
1293,Tara Gilbert,Policia,930,Activo
1294,Christopher Wilson,Policia,930,Inactivo
1295,Brandi Chavez,Cabo,1120,Activo
1296,Eric Allen,Policia,930,Inactivo
1297,Alexandra Adams,Cabo,1120,Activo
1298,Sally Reid,Cabo,1120,Inactivo
1299,Alexander Harvey PhD,Policia,930,Activo
1300,Laura Oconnor,Cabo,1120,Inactivo
1301,Amanda White,Cabo,1120,Inactivo
1302,Christine Gonzalez,Policia,930,Activo
1303,Chad Diaz,Policia,930,Activo
1304,Amanda King,Policia,930,Activo
1305,Dr. Christina Chavez,Policia,930,Inactivo
1306,Steve Bailey DVM,Sargento,1250,Activo
1307,Charles Hanna,Policia,930,Inactivo
1308,Edwin Thomas,Policia,930,Activo
1309,Craig Keller,Cabo,1120,Activo
1310,Kevin Watson,Sargento,1250,Activo
1311,Monica Conner,Cabo,1120,Activo
1312,Alexis Harrison,Policia,930,Activo
1313,Julie Jones,Cabo,1120,Inactivo
1314,Cheryl Jones,Policia,930,Activo
1315,Monica Weiss,Policia,930,Activo
1316,Stacy Le,Cabo,1120,Inactivo
1317,Nathan Bowman DDS,Cabo,1120,Inactivo
1318,Matthew Woodward,Sargento,1250,Activo
1319,Tara Scott,Policia,930,Inactivo
1320,Wendy Suarez,Policia,930,Activo
1321,Justin Sanchez,Policia,930,Activo
1322,Molly Norton,Policia,930,Inactivo
1323,Stacy Lewis,Cabo,1120,Activo
1324,Jerry Snyder,Cabo,1120,Activo
1325,Taylor Hines,Policia,930,Inactivo
1326,Mr. James Holmes,Policia,930,Activo
1327,Benjamin Nelson,Policia,930,Inactivo
1328,Melissa Copeland,Sargento,1250,Activo
1329,Andre Barrera,Cabo,1120,Activo
1330,Sarah Bishop,Policia,930,Activo
1331,Shannon Jones,Policia,930,Inactivo
1332,Melissa Rodriguez,Policia,930,Activo
1333,Jaime Henderson,Sargento,1250,Inactivo
1334,Karen Webb,Cabo,1120,Inactivo
1335,Brian Garza,Policia,930,Inactivo
1336,Steven Jenkins,Cabo,1120,Inactivo
1337,Ryan Anderson,Policia,930,Inactivo
1338,Robert Gentry,Cabo,1120,Inactivo
1339,Danny Thompson,Policia,930,Activo
1340,Jennifer Sims,Cabo,1120,Inactivo
1341,Katelyn Ibarra,Cabo,1120,Activo
1342,Dale Morales,Cabo,1120,Inactivo
1343,Alex Fields,Policia,930,Inactivo
1344,Kelly Kemp,Policia,930,Inactivo
1345,Karen Thornton,Policia,930,Inactivo
1346,Michael Johnson,Sargento,1250,Activo
1347,Jennifer Duncan,Cabo,1120,Activo
1348,Robert Brown,Cabo,1120,Activo
1349,Tracie Robinson,Policia,930,Inactivo
1350,Lisa Dean,Sargento,1250,Activo
1351,Derek Moreno,Policia,930,Inactivo
1352,Grace Navarro,Sargento,1250,Inactivo
1353,Martin Walters,Cabo,1120,Inactivo
1354,Jay Lyons,Cabo,1120,Activo
1355,Mr. Mark Edwards,Policia,930,Inactivo
1356,Katie Daniels,Cabo,1120,Activo
1357,Drew Brandt,Policia,930,Inactivo
1358,Joshua Reeves,Cabo,1120,Activo
1359,Tammy Casey,Policia,930,Inactivo
1360,James Thomas IV,Cabo,1120,Activo
1361,Taylor Case,Cabo,1120,Activo
1362,Robin Potter,Policia,930,Activo
1363,Craig Scott,Policia,930,Activo
1364,Ashley Hensley,Policia,930,Inactivo
1365,Jessica Alexander,Cabo,1120,Activo
1366,Tiffany Campbell DDS,Cabo,1120,Activo
1367,Troy Johnston,Policia,930,Activo
1368,Hector Hudson,Policia,930,Activo
1369,Charles Harris,Policia,930,Activo
1370,Mrs. Joanna Castro,Policia,930,Inactivo
1371,Abigail Archer,Policia,930,Inactivo
1372,Megan King,Policia,930,Activo
1373,Megan Brown,Cabo,1120,Inactivo
1374,Joseph Hoover,Policia,930,Activo
1375,Katherine Gregory,Policia,930,Inactivo
1376,Lisa Lopez,Sargento,1250,Activo
1377,Amber Richardson,Policia,930,Activo
1378,Jane Oconnor,Policia,930,Inactivo
1379,Lindsey Peterson,Policia,930,Activo
1380,Charles Bell,Policia,930,Activo
1381,Stacey Cox,Policia,930,Inactivo
1382,Jay Perry,Cabo,1120,Activo
1383,Mathew Richardson,Policia,930,Activo
1384,Stephanie Ayers,Cabo,1120,Inactivo
1385,April Powell,Cabo,1120,Activo
1386,David Price,Sargento,1250,Inactivo
1387,Tracy Martinez,Policia,930,Activo
1388,Jenna Thompson,Policia,930,Inactivo
1389,Carlos Mills,Policia,930,Activo
1390,Christy Collins,Cabo,1120,Inactivo
1391,Melissa Thompson,Policia,930,Activo
1392,Hannah Patterson,Cabo,1120,Inactivo
1393,Nicole Carter,Policia,930,Inactivo
1394,William Todd,Policia,930,Activo
1395,Joseph Dawson,Cabo,1120,Inactivo
1396,Kyle House PhD,Cabo,1120,Activo
1397,Michael Sparks,Cabo,1120,Inactivo
1398,Martin Chase,Cabo,1120,Inactivo
1399,Gregory Ford,Sargento,1250,Activo
1400,Bianca Henry,Cabo,1120,Activo
1401,Donald Gray,Cabo,1120,Activo
1402,Cynthia Baker,Cabo,1120,Activo
1403,Katherine Larson,Policia,930,Inactivo
1404,Kevin Wheeler,Policia,930,Inactivo
1405,Summer Giles,Policia,930,Activo
1406,Trevor Morse,Policia,930,Activo
1407,Micheal Robinson,Cabo,1120,Inactivo
1408,Tara Perez,Cabo,1120,Activo
1409,Gabriel Hebert,Policia,930,Activo
1410,Jason Byrd,Cabo,1120,Inactivo
1411,Ashley Murray,Policia,930,Activo
1412,Heather Brown,Cabo,1120,Activo
1413,Rita Gross,Cabo,1120,Activo
1414,David Delgado,Policia,930,Inactivo
1415,Matthew Alexander,Cabo,1120,Activo
1416,Elizabeth Fernandez,Cabo,1120,Activo
1417,Anthony Roberts,Policia,930,Inactivo
1418,Christopher Bridges IV,Cabo,1120,Inactivo
1419,Caroline Palmer,Cabo,1120,Activo
1420,Anthony Johnson,Policia,930,Activo
1421,Catherine Hughes,Cabo,1120,Inactivo
1422,Jenna Evans,Policia,930,Activo
1423,Patricia Gentry,Cabo,1120,Activo
1424,Matthew Holmes,Sargento,1250,Activo
1425,April Lewis,Policia,930,Inactivo
1426,Jose Petersen,Cabo,1120,Activo
1427,Richard Miller,Cabo,1120,Inactivo
1428,Joseph Harrell MD,Sargento,1250,Inactivo
1429,Leslie Brown,Policia,930,Activo
1430,Victoria Stewart,Policia,930,Activo
1431,Christopher Dominguez,Policia,930,Activo
1432,Jake Jones,Policia,930,Activo
1433,Joseph Henderson,Policia,930,Activo
1434,Cynthia Jones,Policia,930,Activo
1435,Maria Williams,Policia,930,Activo
1436,Alicia Lowery,Cabo,1120,Activo
1437,Andrea Clark,Cabo,1120,Activo
1438,Ashley Jackson,Cabo,1120,Inactivo
1439,Amanda Johnson,Cabo,1120,Activo
1440,Tammy Thompson,Cabo,1120,Activo
1441,Joseph Smith,Cabo,1120,Activo
1442,Heather Castillo,Sargento,1250,Activo
1443,Felicia Ramos,Policia,930,Activo
1444,Mrs. Anna Harrison,Policia,930,Activo
1445,John Hernandez,Cabo,1120,Activo
1446,Lee Moreno,Cabo,1120,Activo
1447,Katie Martinez,Sargento,1250,Activo
1448,Kelsey Jones,Policia,930,Inactivo
1449,Melissa Walker,Policia,930,Activo
1450,Rebecca Curry,Cabo,1120,Inactivo
1451,Jenna Lopez,Policia,930,Activo
1452,Michelle Potts,Cabo,1120,Inactivo
1453,Michael Kane,Cabo,1120,Activo
1454,Daniel Bailey,Policia,930,Inactivo
1455,Julie Wilkerson,Cabo,1120,Inactivo
1456,Diana Petersen,Cabo,1120,Activo
1457,Antonio Johnson,Policia,930,Activo
1458,Catherine Vincent,Policia,930,Activo
1459,Brandon Parks,Policia,930,Inactivo
1460,Jennifer Nixon,Policia,930,Activo
1461,Melvin Flowers,Policia,930,Activo
1462,Luis Rich,Policia,930,Inactivo
1463,Tonya Murphy,Cabo,1120,Activo
1464,Ann Moore,Cabo,1120,Inactivo
1465,Oscar Jackson,Policia,930,Inactivo
1466,Joy Ryan,Policia,930,Activo
1467,Scott Obrien,Policia,930,Activo
1468,Stephanie Ramirez,Cabo,1120,Activo
1469,Ronald Daugherty,Sargento,1250,Inactivo
1470,Edwin Jenkins,Policia,930,Activo
1471,Mr. Kelly Hobbs,Policia,930,Inactivo
1472,Thomas Oneill,Sargento,1250,Inactivo
1473,Ms. Rebecca Brown MD,Policia,930,Activo
1474,Phillip Gibson,Cabo,1120,Activo
1475,Dr. Nicholas Garcia,Policia,930,Activo
1476,Marc Rogers,Cabo,1120,Activo
1477,Kelly Sims,Policia,930,Inactivo
1478,Elizabeth Perez,Policia,930,Activo
1479,Cynthia Leach,Policia,930,Inactivo
1480,Krystal Wilson,Policia,930,Activo
1481,Michael Jones,Policia,930,Activo
1482,Nicole Smith,Cabo,1120,Activo
1483,Henry Clark,Cabo,1120,Activo
1484,Laurie Smith MD,Policia,930,Inactivo
1485,Carol Brown,Policia,930,Inactivo
1486,Angela Scott,Cabo,1120,Inactivo
1487,Robert Moon,Policia,930,Activo
1488,Cheryl Alvarez,Sargento,1250,Activo
1489,Mary Zimmerman,Policia,930,Activo
1490,Todd Fuller,Cabo,1120,Activo
1491,Jennifer Brown,Policia,930,Inactivo
1492,Michelle Thornton,Policia,930,Activo
1493,Christopher Mullen,Cabo,1120,Activo
1494,Dennis Cortez,Sargento,1250,Activo
1495,Amy Austin,Cabo,1120,Activo
1496,Jason Garner,Policia,930,Activo
1497,Stephen Miller,Sargento,1250,Activo
1498,Latasha Daniels,Policia,930,Activo
1499,Sean Stokes,Policia,930,Inactivo
1500,Jeremy Bowers,Policia,930,Inactivo
1501,Megan Baldwin,Policia,930,Inactivo
1502,Alexander Glass,Policia,930,Inactivo
1503,Jennifer Hudson,Policia,930,Inactivo
1504,Tammy Colon,Sargento,1250,Activo
1505,Gary Shaffer,Policia,930,Activo
1506,Robert Sheppard,Policia,930,Activo
1507,Jeremy Perez,Policia,930,Activo
1508,Richard Wong,Cabo,1120,Inactivo
1509,Kelsey Vazquez,Policia,930,Activo
1510,William Marquez,Policia,930,Activo
1511,Sylvia Thornton,Policia,930,Activo
1512,Michael Christian,Policia,930,Inactivo
1513,Heather Cruz,Policia,930,Activo
1514,Amanda Crane,Cabo,1120,Inactivo
1515,Ryan Medina,Cabo,1120,Activo
1516,William Mason,Sargento,1250,Activo
1517,Teresa Gutierrez,Policia,930,Activo
1518,Lisa Mcmahon,Policia,930,Inactivo
1519,Tracy Reed,Policia,930,Activo
1520,Robert Anderson,Policia,930,Activo
1521,Daniel Dean,Policia,930,Activo
1522,Anthony Murphy,Policia,930,Activo
1523,Barbara Smith,Cabo,1120,Activo
1524,Christopher Boyer,Policia,930,Activo
1525,Cory Allen,Policia,930,Activo
1526,Theresa Dominguez,Policia,930,Inactivo
1527,Felicia Small,Policia,930,Activo
1528,David Martinez,Policia,930,Inactivo
1529,Timothy Nixon,Policia,930,Activo
1530,Carolyn Baldwin,Cabo,1120,Inactivo
1531,Leslie Roberts,Policia,930,Inactivo
1532,Aaron Bass,Policia,930,Activo
1533,Corey Thomas,Sargento,1250,Inactivo
1534,Sara George,Policia,930,Activo
1535,Shawna Ford,Policia,930,Inactivo
1536,Suzanne Garza,Sargento,1250,Inactivo
1537,Marc Ramirez,Cabo,1120,Activo
1538,John Smith,Cabo,1120,Activo
1539,Joshua Ingram,Cabo,1120,Activo
1540,Jonathan Moyer,Policia,930,Inactivo
1541,Mrs. Jennifer Santiago DDS,Cabo,1120,Activo
1542,Gregory Stark,Policia,930,Activo
1543,Mr. Mark Combs,Cabo,1120,Activo
1544,Jasmine Alexander,Policia,930,Activo
1545,Jennifer Osborn,Cabo,1120,Inactivo
1546,Thomas Johnson,Policia,930,Activo
1547,Jeffrey Rodriguez,Sargento,1250,Activo
1548,Brittany Miller,Sargento,1250,Activo
1549,Karen Ray,Cabo,1120,Activo
1550,Jason Savage,Policia,930,Inactivo
1551,Courtney Reyes MD,Policia,930,Activo
1552,Kathryn Brock,Policia,930,Activo
1553,Michele Allen DDS,Policia,930,Activo
1554,John May,Cabo,1120,Inactivo
1555,Mary Mcmahon,Cabo,1120,Inactivo
1556,Michelle Brown,Cabo,1120,Activo
1557,Lindsey Blackburn,Policia,930,Activo
1558,Rebecca Brown MD,Policia,930,Activo
1559,Leslie Gomez,Cabo,1120,Activo
1560,Heather Brown,Cabo,1120,Activo
1561,Hayden Young,Policia,930,Activo
1562,Philip Porter,Policia,930,Activo
1563,Alex Wood,Cabo,1120,Activo
1564,Lucas Smith,Policia,930,Inactivo
1565,Elizabeth Blevins,Sargento,1250,Activo
1566,John Austin,Cabo,1120,Inactivo
1567,Brianna Frye,Cabo,1120,Activo
1568,Deborah Campbell,Cabo,1120,Activo
1569,Steven Sullivan,Policia,930,Activo
1570,Mark Nelson,Policia,930,Inactivo
1571,Abigail Russell,Policia,930,Activo
1572,Tina Robinson,Sargento,1250,Activo
1573,David Hale,Policia,930,Activo
1574,Kelsey Mckenzie,Cabo,1120,Inactivo
1575,Kathryn Rhodes,Cabo,1120,Inactivo
1576,Yolanda Jones,Cabo,1120,Activo
1577,Tina Johnson,Policia,930,Inactivo
1578,Kenneth Nash,Cabo,1120,Activo
1579,Ryan Marks,Policia,930,Activo
1580,Christopher Luna,Policia,930,Inactivo
1581,Jacqueline Dougherty,Cabo,1120,Inactivo
1582,Donna Campbell,Policia,930,Inactivo
1583,Melanie Harris,Policia,930,Activo
1584,Alexander Thomas,Cabo,1120,Inactivo
1585,Jaclyn Oliver,Cabo,1120,Activo
1586,Jeffrey Hart,Policia,930,Inactivo
1587,Chase Reynolds,Cabo,1120,Inactivo
1588,Victor Green,Policia,930,Activo
1589,Anita Young,Cabo,1120,Inactivo
1590,Karen Anderson,Policia,930,Activo
1591,Linda Anderson,Cabo,1120,Inactivo
1592,Kathleen Neal,Policia,930,Activo
1593,Elizabeth Zhang,Policia,930,Inactivo
1594,Michael Scott,Sargento,1250,Inactivo
1595,Eric Owens,Policia,930,Activo
1596,Robert Lynch,Policia,930,Inactivo
1597,Nicholas Zimmerman,Policia,930,Inactivo
1598,Sydney Brooks,Sargento,1250,Inactivo
1599,Karen Wilson,Sargento,1250,Activo
1600,Anthony Mack,Policia,930,Activo
1601,Andrew Lee,Policia,930,Activo
1602,Deborah Cruz,Cabo,1120,Activo
1603,Mark Paul,Cabo,1120,Activo
1604,Jessica Dennis,Policia,930,Inactivo
1605,Michelle Owen,Policia,930,Inactivo
1606,Mark Anderson,Policia,930,Activo
1607,Robin Morris,Policia,930,Activo
1608,Jeremiah Wallace,Policia,930,Activo
1609,David Crawford,Policia,930,Activo
1610,Jeffrey Hahn,Cabo,1120,Activo
1611,Kevin Williams,Policia,930,Inactivo
1612,Dr. Kelly Lam,Policia,930,Activo
1613,Jason Holland,Cabo,1120,Activo
1614,Madison Knight,Cabo,1120,Inactivo
1615,Amanda Mcdowell,Cabo,1120,Activo
1616,Anthony Gordon,Cabo,1120,Activo
1617,Michael Patel,Policia,930,Activo
1618,Dawn Cook,Cabo,1120,Inactivo
1619,Morgan Campbell,Cabo,1120,Activo
1620,Jose Wolf,Policia,930,Activo
1621,Carolyn Morris,Policia,930,Inactivo
1622,Scott Gutierrez,Policia,930,Activo
1623,Laura Swanson MD,Cabo,1120,Activo
1624,Lisa Houston,Policia,930,Activo
1625,Jodi Dyer,Policia,930,Activo
1626,Pamela Williams,Cabo,1120,Inactivo
1627,Nicholas Long,Policia,930,Inactivo
1628,Michael Mcgee,Policia,930,Inactivo
1629,Taylor Johnson,Cabo,1120,Activo
1630,Stacey Vincent,Policia,930,Activo
1631,Alvin Rodriguez,Policia,930,Activo
1632,Dr. Duane White,Policia,930,Activo
1633,Joseph Smith,Policia,930,Inactivo
1634,Nathan Daniels,Sargento,1250,Activo
1635,Elizabeth Poole,Sargento,1250,Activo
1636,Brandon Hart,Cabo,1120,Activo
1637,Christopher Khan,Policia,930,Activo
1638,Jordan Monroe,Policia,930,Activo
1639,Christopher Diaz,Policia,930,Activo
1640,Mark Smith,Cabo,1120,Inactivo
1641,Jeffrey Ford,Cabo,1120,Activo
1642,Derek Rodriguez,Cabo,1120,Activo
1643,Veronica Santos,Policia,930,Inactivo
1644,Mr. Adrian Berry,Policia,930,Inactivo
1645,Tracey Hudson,Cabo,1120,Inactivo
1646,Julie Joyce,Policia,930,Activo
1647,Nicole Banks,Cabo,1120,Activo
1648,Jordan Baker,Policia,930,Activo
1649,Eileen Greene,Cabo,1120,Activo
1650,Tonya Beard,Policia,930,Activo
1651,Breanna Arias,Policia,930,Inactivo
1652,Susan Jackson,Sargento,1250,Activo
1653,Randall Brown,Policia,930,Activo
1654,Taylor Carlson,Policia,930,Activo
1655,Allison Chan,Policia,930,Activo
1656,Jose Marshall,Policia,930,Activo
1657,Jonathan Dean,Cabo,1120,Activo
1658,Alfred Owens,Sargento,1250,Activo
1659,Maria Martin,Policia,930,Activo
1660,Cathy Davenport,Policia,930,Inactivo
1661,Ashley Gray,Policia,930,Activo
1662,Luke Gonzalez,Policia,930,Activo
1663,Ariana Valdez,Cabo,1120,Activo
1664,Jay Calhoun,Cabo,1120,Activo
1665,Michelle Williams,Cabo,1120,Inactivo
1666,Tyler Mueller,Cabo,1120,Inactivo
1667,Sarah Moore,Cabo,1120,Inactivo
1668,Kiara Hunt,Sargento,1250,Inactivo
1669,Jesse Nelson,Policia,930,Activo
1670,Sherry Scott,Cabo,1120,Activo
1671,Erica Miller,Policia,930,Activo
1672,Elizabeth Perez,Policia,930,Activo
1673,Gloria Luna,Cabo,1120,Activo
1674,Cody Hall,Policia,930,Activo
1675,Paul Taylor,Policia,930,Activo
1676,Laura Matthews,Policia,930,Inactivo
1677,Renee Sanchez,Policia,930,Activo
1678,Michael Hendricks,Cabo,1120,Activo
1679,Margaret King,Policia,930,Activo
1680,Allison Shaffer,Policia,930,Inactivo
1681,Elizabeth Brown,Policia,930,Activo
1682,Cameron Scott,Sargento,1250,Activo
1683,Crystal Juarez,Policia,930,Inactivo
1684,Andrea Anderson,Policia,930,Activo
1685,Kevin Murphy,Cabo,1120,Activo
1686,Michelle Smith,Policia,930,Inactivo
1687,Samantha Gilmore,Cabo,1120,Activo
1688,Marc Stone,Policia,930,Activo
1689,Eric Nguyen,Cabo,1120,Inactivo
1690,Steven Ramirez,Policia,930,Inactivo
1691,Gregory Zuniga,Policia,930,Activo
1692,Shannon Flores,Policia,930,Activo
1693,Jennifer Fitzpatrick,Policia,930,Activo
1694,Tammy Rivera,Policia,930,Inactivo
1695,Michelle Bishop,Cabo,1120,Inactivo
1696,Lauren Rivers,Policia,930,Activo
1697,Kevin Ramirez,Policia,930,Inactivo
1698,Suzanne Howell,Policia,930,Activo
1699,Jason Pratt,Cabo,1120,Inactivo
1700,Dr. Emily Kelley,Policia,930,Inactivo
1701,Catherine Garza,Cabo,1120,Inactivo
1702,Ricardo Case,Cabo,1120,Activo
1703,Megan Lam,Policia,930,Activo
1704,Eric Stone,Policia,930,Activo
1705,Cody Maldonado,Policia,930,Inactivo
1706,Daniel Baker,Policia,930,Inactivo
1707,Jared Gonzalez,Cabo,1120,Activo
1708,Shannon Williams,Policia,930,Activo
1709,Matthew Johnson,Policia,930,Inactivo
1710,Wesley Williams,Cabo,1120,Inactivo
1711,Mason Ross,Cabo,1120,Activo
1712,Amanda Harris,Sargento,1250,Activo
1713,Richard Pace,Policia,930,Activo
1714,Glenn Murphy,Cabo,1120,Activo
1715,Christopher Hale,Policia,930,Inactivo
1716,Jason Marquez,Sargento,1250,Activo
1717,Toni Adams,Cabo,1120,Inactivo
1718,Scott Coleman,Policia,930,Inactivo
1719,Alexis Fuller,Cabo,1120,Activo
1720,Mrs. Laurie Ellis DDS,Cabo,1120,Activo
1721,Adam Wilson,Policia,930,Inactivo
1722,Jonathan Martin,Policia,930,Inactivo
1723,Emily Kennedy,Cabo,1120,Activo
1724,Ronald Patrick,Cabo,1120,Activo
1725,Joseph Livingston,Policia,930,Activo
1726,Jill Hartman,Policia,930,Activo
1727,Thomas George,Policia,930,Activo
1728,Julie Smith,Cabo,1120,Activo
1729,Jeffrey Martin,Cabo,1120,Activo
1730,Aaron Weaver DDS,Policia,930,Activo
1731,Laura Nunez,Policia,930,Inactivo
1732,George White,Policia,930,Inactivo
1733,Lance Chambers,Policia,930,Activo
1734,Jeremy Fowler,Policia,930,Activo
1735,Samantha Lam MD,Cabo,1120,Activo
1736,Anna Gonzalez,Cabo,1120,Inactivo
1737,Valerie Combs,Policia,930,Inactivo
1738,Catherine Ferguson DDS,Policia,930,Activo
1739,Nancy Stokes,Policia,930,Activo
1740,Christopher Johnson,Policia,930,Activo
1741,Andrew Adams,Policia,930,Inactivo
1742,Daniel Frost,Policia,930,Inactivo
1743,Todd Davidson,Cabo,1120,Activo
1744,Victoria Smith,Policia,930,Inactivo
1745,Abigail Rivera,Policia,930,Activo
1746,Jasmine Sawyer,Cabo,1120,Activo
1747,Kathleen Ramirez,Policia,930,Activo
1748,Crystal Walker,Policia,930,Activo
1749,Mary Best,Policia,930,Activo
1750,Daniel Martinez,Cabo,1120,Inactivo
1751,Valerie Williams,Policia,930,Inactivo
1752,Travis Hill,Policia,930,Activo
1753,Jerry Curtis,Cabo,1120,Inactivo
1754,Michael Weaver,Cabo,1120,Inactivo
1755,Morgan Martin,Policia,930,Inactivo
1756,Nicholas Brown,Cabo,1120,Activo
1757,Kaitlyn Kim,Cabo,1120,Inactivo
1758,Rachel Gonzales,Policia,930,Activo
1759,Scott Hall,Cabo,1120,Inactivo
1760,Danielle Anderson,Policia,930,Activo
1761,Amber Hudson,Cabo,1120,Activo
1762,Megan Stevenson,Cabo,1120,Inactivo
1763,Carolyn Marshall,Cabo,1120,Inactivo
1764,Amy Malone,Cabo,1120,Activo
1765,Joy Bailey,Policia,930,Activo
1766,Tina Adams,Policia,930,Activo
1767,Cynthia Taylor,Policia,930,Inactivo
1768,Thomas Williams,Cabo,1120,Inactivo
1769,James Gordon,Policia,930,Inactivo
1770,Joy Tapia,Sargento,1250,Activo
1771,John Lee DDS,Policia,930,Inactivo
1772,Mark Stevens Jr.,Policia,930,Inactivo
1773,Nicole Barry,Cabo,1120,Activo
1774,Gregory Williams,Cabo,1120,Activo
1775,Robin Henderson,Cabo,1120,Activo
1776,Kristen Mitchell,Policia,930,Inactivo
1777,Desiree Walker,Sargento,1250,Activo
1778,Christopher Taylor,Sargento,1250,Activo
1779,Aaron Bradley,Cabo,1120,Inactivo
1780,Anthony Flores,Policia,930,Activo
1781,Shelly Gonzalez,Policia,930,Inactivo
1782,Daniel Montoya,Policia,930,Inactivo
1783,Jasmine Higgins,Policia,930,Inactivo
1784,Eric Barnes,Policia,930,Activo
1785,David Perry,Policia,930,Inactivo
1786,Lee Fields,Policia,930,Activo
1787,Wesley Williams,Policia,930,Inactivo
1788,Jacob Parker,Cabo,1120,Activo
1789,Mandy Wilson,Policia,930,Activo
1790,Marie Barrett,Policia,930,Activo
1791,Brandon Fritz,Policia,930,Activo
1792,Karen Green,Policia,930,Activo
1793,Michael Doyle,Policia,930,Activo
1794,Kimberly Franklin,Policia,930,Activo
1795,Jesse Torres,Cabo,1120,Activo
1796,Melissa Lucas,Cabo,1120,Activo
1797,Dr. Gabrielle Grant,Policia,930,Activo
1798,Elizabeth Dalton,Policia,930,Activo
1799,Madison Lynch,Policia,930,Activo
1800,Bruce Rivers,Sargento,1250,Activo
1801,John Macias MD,Cabo,1120,Activo
1802,Albert Craig,Policia,930,Inactivo
1803,Angela Lane,Policia,930,Activo
1804,Peter Bradshaw,Policia,930,Inactivo
1805,Valerie Olson,Policia,930,Inactivo
1806,Anna Thornton,Policia,930,Activo
1807,Anthony Moss,Policia,930,Activo
1808,Austin Becker,Policia,930,Activo
1809,Corey Montgomery,Cabo,1120,Activo
1810,Heather Underwood,Policia,930,Activo
1811,Christian Moore,Cabo,1120,Inactivo
1812,Thomas Sandoval,Policia,930,Activo
1813,Danny Robbins,Policia,930,Activo
1814,David Mccullough,Cabo,1120,Inactivo
1815,Taylor Wong,Policia,930,Inactivo
1816,Ryan Harper,Cabo,1120,Inactivo
1817,Margaret Bradley,Policia,930,Inactivo
1818,Troy Jackson,Policia,930,Activo
1819,James Castillo,Policia,930,Inactivo
1820,Jesus Ross,Cabo,1120,Inactivo
1821,Nicole Franklin,Policia,930,Inactivo
1822,Emily Huff,Cabo,1120,Activo
1823,Fernando Hood,Policia,930,Inactivo
1824,Richard Hansen,Sargento,1250,Activo
1825,Benjamin Palmer,Cabo,1120,Inactivo
1826,Jose Weaver,Sargento,1250,Inactivo
1827,Angela Dunn,Policia,930,Inactivo
1828,Jeffrey Klein,Policia,930,Inactivo
1829,Daniel Noble,Policia,930,Inactivo
1830,David Thompson,Policia,930,Inactivo
1831,Crystal Dixon,Cabo,1120,Inactivo
1832,Sean Williams,Policia,930,Activo
1833,Michael Thomas,Policia,930,Activo
1834,Duane Jones,Policia,930,Inactivo
1835,Joshua Lawrence,Policia,930,Inactivo
1836,Catherine Brown,Sargento,1250,Inactivo
1837,Jason Hill,Policia,930,Inactivo
1838,Chad Lewis,Sargento,1250,Activo
1839,Kevin Butler,Cabo,1120,Inactivo
1840,Nathan Ferrell,Sargento,1250,Activo
1841,Judith Williams,Cabo,1120,Activo
1842,Jose Russell,Policia,930,Activo
1843,Paul Klein,Policia,930,Activo
1844,Ruben Mcdonald,Policia,930,Activo
1845,Joseph Hurst,Cabo,1120,Activo
1846,Victoria Knight,Policia,930,Activo
1847,Morgan Davis,Policia,930,Activo
1848,Michelle Anderson,Policia,930,Activo
1849,Alexandra Cline,Policia,930,Activo
1850,Patrick Wright,Policia,930,Activo
1851,Crystal Hamilton,Sargento,1250,Activo
1852,Nicholas Mueller,Policia,930,Activo
1853,Amy Lee,Policia,930,Activo
1854,Tina Brock,Policia,930,Activo
1855,Benjamin Brown,Policia,930,Activo
1856,Traci Allen,Policia,930,Activo
1857,Kenneth Kemp,Policia,930,Activo
1858,Rachel Jordan,Policia,930,Inactivo
1859,Meghan Manning,Sargento,1250,Inactivo
1860,Ryan Bartlett,Policia,930,Activo
1861,Melanie Harrison,Policia,930,Inactivo
1862,Nathan Jones,Policia,930,Activo
1863,Paula Berry,Policia,930,Inactivo
1864,Michael Lowe,Policia,930,Activo
1865,Sabrina Mills MD,Policia,930,Activo
1866,Kelly Perez,Policia,930,Inactivo
1867,Shannon Green,Cabo,1120,Inactivo
1868,David Johnson,Cabo,1120,Inactivo
1869,Andrew Smith,Policia,930,Inactivo
1870,Nicolas Flores,Policia,930,Activo
1871,William Hubbard,Policia,930,Activo
1872,Joyce Taylor,Sargento,1250,Inactivo
1873,Marcus Willis,Cabo,1120,Activo
1874,Laura Kemp,Sargento,1250,Activo
1875,Amber Rogers,Policia,930,Inactivo
1876,Lee Hunt,Policia,930,Activo
1877,Kyle Gray,Sargento,1250,Activo
1878,Lawrence Miller,Policia,930,Activo
