nbr_delin_id,var_delin_nombre,var_delin_pandilla,var_delin_apodo,var_delin_status
1103,Justin Chavez,North,jackson,Activo
1104,Stephanie Price,Lake,robles-gonzalez,Activo
1105,Mallory Thomas,South,ortega,Activo
1106,Erik Kaiser,Port,taylor,No Activo
1107,Steven Lopez,South,walker,Activo
1108,Elizabeth Barrera,New,tucker-gonzalez,Activo
1109,Reginald Nielsen,Port,scott-wells,Activo
1110,Cody Deleon,West,davis,Activo
1111,Andrew Leach,North,wilson,Activo
1112,Jeffrey Adams,West,bush,Activo
1113,Jorge Lopez,West,martinez-phillips,Activo
1114,Jessica Turner,South,walker,Activo
1115,Justin Holt,North,ortega,Activo
1116,Jeff Haynes,New,moore,Activo
1117,Robert Allen,North,prince,Activo
1118,Russell Wells,New,pope-hudson,Activo
1119,Debra Harrison,Port,hoffman,Activo
1120,Amy Morgan,West,bryan,Activo
1121,Pamela Gomez,North,price,Activo
1122,Casey Lewis,South,johnson,Activo
1123,Scott Perez,New,rogers,Activo
1124,Catherine Johnson,Port,thomas,Activo
1125,Mark Villarreal,West,castillo,Activo
1126,Tammy Clark MD,Port,hurst-ramirez,Activo
1127,Sarah Marshall,Lake,donaldson,Activo
1128,Andrew Haley,Lake,buchanan-henderson,Activo
1129,Alice Green,Lake,pierce,Activo
1130,Victoria Davis,South,smith,Activo
1131,Ashley Martin,North,martinez-delgado,Activo
1132,Ian Smith,North,middleton,Activo
1133,David Glass,Lake,stewart,Activo
1134,Michael Deleon,South,petty,Activo
1135,Nicholas Rogers,East,mcconnell-wilcox,Activo
1136,Patty Moss,Port,reynolds,Activo
1137,Janice Horn,North,mcbride,Activo
1138,Hector Hughes,West,bryant,Activo
1139,Cynthia Huber,West,hall-dixon,Activo
1140,Michael Franklin,Lake,hicks,Activo
1141,Joy Morales,North,kennedy,Activo
1142,Sydney Meza PhD,New,payne-adams,Activo
1143,Matthew Thompson,Port,sutton-summers,Activo
1144,Leslie Sanchez,Lake,brown-mack,Activo
1145,Meghan Carson,West,berg,Activo
1146,Thomas Pruitt,West,contreras,Activo
1147,Alexander Harrington,North,rogers,Activo
1148,Whitney Raymond,North,robinson-garcia,Activo
1149,Alexis Becker,East,banks-drake,Activo
1150,Robert Morris,North,johnson-le,Activo
1151,Mr. Timothy Green,Port,hanson-wilson,Activo
1152,Sharon Levy,Lake,moore,Activo
1153,Tom Roth,North,burns,Activo
1154,Catherine Reed,New,morgan,Activo
1155,Angel Mccormick,East,sanders-rowe,Activo
1156,Tommy Rodriguez,Port,potts-flores,Activo
1157,April Richardson,North,patterson,Activo
1158,Samantha Sanders,South,morgan-martinez,Activo
1159,Kelly Burnett,Port,phillips,Activo
1160,Ashley Young,East,lawson,Activo
1161,Tabitha Mullins,North,rios,No Activo
1162,Jesse Sanchez,East,love-allen,Activo
1163,Mark Garner,North,cain,Activo
1164,Rodney Weber,New,jones-wong,Activo
1165,John Garcia,East,hill,Activo
1166,Andrea Ramirez,Lake,page-tucker,No Activo
1167,Sharon Herman,East,stevenson,Activo
1168,Kevin Smith,West,ward-rivers,Activo
1169,Colin Stanley,West,costa,Activo
1170,Shelly Burns,Port,barnett,Activo
1171,Kimberly Riley,East,rogers,Activo
1172,Tiffany Buchanan,East,alvarado,Activo
1173,Marcus Cook,South,weiss,Activo
1174,Sarah Davis,West,boyle-guzman,Activo
1175,Philip Phelps,East,jackson,Activo
1176,Michael Kemp,New,melton,Activo
1177,Jill Short,North,russell-harris,Activo
1178,Paul Cabrera,West,jones,Activo
1179,James Brown,South,wagner,Activo
1180,Lori Eaton,Port,howard,Activo
1181,Steven Barrera,Port,holloway,Activo
1182,Tina Olson,North,white,Activo
1183,Mr. Sean Mcbride,Lake,santiago-nichols,Activo
1184,Stacy Evans,South,pennington,Activo
1185,Patrick Hayes,Lake,jones,Activo
1186,Dawn Mora,North,wade,Activo
1187,Mr. Johnny Johnson,Lake,clark-sutton,Activo
1188,Rebecca Camacho,North,mcguire,Activo
1189,Marissa Chandler,East,moreno,Activo
1190,Kevin Hoffman,New,bell,Activo
1191,Susan Mitchell,New,burke-hall,Activo
1192,Shawn Barton DDS,North,meyer,Activo
1193,Jennifer Wilson,North,davis,Activo
1194,Destiny Parker,New,hudson-west,Activo
1195,Edwin Kirby,South,allen-ryan,Activo
1196,Darrell Snow,South,hudson,Activo
1197,Timothy Smith,Port,brown,Activo
1198,Lynn Harris,Port,vaughn-elliott,Activo
1199,Samuel Thomas,New,shannon-smith,Activo
1200,Kendra West,South,lee-rich,Activo
1201,Mariah Hernandez,East,stout,Activo
1202,Sarah Velazquez,South,smith-wiggins,Activo
1203,Mr. Brian Hill,Port,parker-smith,Activo
1204,Lisa Oliver,South,miller-martinez,Activo
1205,Amber Kelly,New,hall,Activo
1206,Peter Kelly,New,rivera,Activo
1207,Brad Gonzales,Port,hartman,Activo
1208,Angela Richardson,Lake,phillips,Activo
1209,Amber Pitts,New,campbell-carroll,Activo
1210,Kelly Smith,North,potter,Activo
1211,Samuel Wheeler,Lake,davis-logan,Activo
1212,Norman Mclean,South,freeman,Activo
1213,Carol Anderson,Port,davis-cortez,Activo
1214,Dr. Kara Wall DVM,Lake,wilson,Activo
1215,Emily Carter,New,ramos-daniel,Activo
1216,Courtney Freeman,Lake,hurst-peterson,No Activo
1217,Randall Wood,New,bruce-carroll,Activo
1218,Amanda Newton,North,phillips-faulkner,Activo
1219,Michael Wood,Lake,campbell,Activo
1220,Joshua Jones,West,oconnell,Activo
1221,Michele Hicks,East,proctor-walters,Activo
1222,Kathy Powers,New,diaz-wheeler,Activo
1223,Mercedes Smith,Lake,carrillo,Activo
1224,Julia Lopez,West,wood,Activo
1225,Johnathan Gay,East,montgomery,Activo
1226,Andrew Garcia,West,cruz,Activo
1227,Jerry Nelson,North,hawkins-torres,Activo
1228,Stacey Kelly,Lake,murray,Activo
1229,Mark Espinoza,South,reeves-golden,Activo
1230,Kelsey Sanchez,Lake,scott,Activo
1231,John Reynolds,Port,medina-griffin,Activo
1232,Frederick Jones,New,garcia-thomas,Activo
1233,Alexander Smith,Lake,robertson,Activo
1234,Bobby Mercado,South,hernandez-walker,Activo
1235,Douglas Bullock,Lake,page,Activo
1236,Lauren Fuller,North,medina,Activo
1237,James Morales,Port,sanchez-stone,Activo
1238,Albert Duncan,West,rivers,Activo
1239,Patty Reese,Lake,chen-wu,Activo
1240,John Acosta,South,stout,Activo
1241,Thomas Evans,West,williams,Activo
1242,Daniel Small,New,johnson,Activo
1243,Bryan Le,North,payne,Activo
1244,Kristina Burke,Port,yang,Activo
1245,Tom Harmon,East,watson,Activo
1246,James Foster,West,owen-powell,Activo
1247,Wendy Bailey,New,king-brown,Activo
1248,Anna Mckinney,East,hartman-payne,Activo
1249,Christopher Brown,Lake,marsh-palmer,Activo
1250,Diana Bond,West,bray,Activo
1251,Sean Oconnell,East,compton,Activo
1252,Denise Marsh,West,henry-mercer,Activo
1253,Paul Luna,North,ramos,Activo
1254,John Wells,Lake,garrett,Activo
1255,Jared Miller,South,davis,Activo
1256,Austin Oliver,North,diaz-gomez,No Activo
1257,Holly Thompson,West,clark,Activo
1258,Jared Gray MD,Lake,garcia-donovan,Activo
1259,Charles Wells,Port,hines,Activo
1260,Mr. William Graham,North,lloyd-reese,Activo
1261,Charles Townsend,East,brennan,Activo
1262,Raymond Bean,West,smith,Activo
1263,Robert Peterson MD,New,harrison-smith,Activo
1264,Danielle Andrade,North,wilkinson,Activo
1265,Erica Allen,Lake,french-stanley,Activo
1266,Michele Becker,West,smith-ball,Activo
1267,Stephanie Sanchez,Port,espinoza-mays,Activo
1268,Kristen Morales,West,stout-moore,Activo
1269,Gina Browning MD,Port,vega,Activo
1270,Elizabeth Doyle,North,boone-williams,Activo
1271,Barry Rose,Port,wilson,Activo
1272,Katherine Campos,New,scott-grant,Activo
1273,Michael Daugherty,East,gray,Activo
1274,William Rowland,New,morton,Activo
1275,Karen Lee,Lake,floyd-ruiz,Activo
1276,Lacey Barry,Lake,anderson-stephens,Activo
1277,Paige Fuentes,North,cruz-kim,Activo
1278,Rachael Jones,North,walker-phillips,Activo
1279,Kimberly Scott,North,young,Activo
1280,Brandon Morgan,East,park,Activo
1281,Deanna Branch PhD,West,edwards-hickman,Activo
1282,Gregory Green,West,smith-garcia,Activo
1283,Christine Hines,East,coleman-smith,Activo
1284,Stephen Little,North,mueller,Activo
1285,Mr. Joel Rios,North,mcdaniel,Activo
1286,Christian Green,Lake,hill,Activo
1287,Alicia Odonnell,Port,warren,Activo
1288,Michael Peterson,Lake,lee,Activo
1289,Michael Holmes,North,bryant,Activo
1290,Thomas Berg,South,brown,Activo
1291,David Smith,West,melton,No Activo
1292,Charles Thomas,Lake,ruiz-trevino,Activo
1293,Vicki Beltran,Lake,benson,Activo
1294,Laura Hansen,West,roberts-cruz,Activo
1295,Cassandra Anderson,South,sellers-henry,Activo
1296,Roberta Thompson,East,gilbert-collins,Activo
1297,Matthew Moore,Lake,jones-campbell,Activo
1298,Francisco Brooks,South,hodge,Activo
1299,Pamela Payne,South,taylor,Activo
1300,Kenneth Jackson,North,gutierrez-barron,Activo
1301,Craig Gonzalez,East,morgan,Activo
1302,David Lopez,Port,thomas,Activo
1303,Daniel Hall,South,benton-alvarado,Activo
1304,Mark Armstrong,New,smith,Activo
1305,Thomas Gregory,Port,johnson,Activo
1306,Matthew Flores,West,miller,Activo
1307,Nathan Bautista,Port,garcia-watson,Activo
1308,Traci Thompson,West,walters-villarreal,Activo
1309,Sharon Harris,Lake,velez,Activo
1310,Erica Evans,West,wheeler,Activo
1311,Steven Washington,North,booker,Activo
1312,Kimberly Thomas,New,fitzgerald,Activo
1313,Roberto Bautista,East,mata,Activo
1314,Mr. David Morgan,West,hays-allen,No Activo
1315,Tara Robinson,Lake,miller,Activo
1316,Dawn Powell,Port,miller,Activo
1317,Antonio Graham,Lake,simmons,Activo
1318,Sandra Young,West,garcia,Activo
1319,Sheila Mcgrath,Lake,mahoney-james,Activo
1320,Richard Johnson,South,martin-collins,Activo
1321,Priscilla Wright,Port,solis-parker,Activo
1322,Autumn Fowler,East,james-carpenter,Activo
1323,Jennifer Anderson,West,kennedy-gilmore,Activo
1324,Megan Clark,New,morrison,Activo
1325,Kelsey Burns,North,miller,Activo
1326,Sean Rodriguez,Lake,rivera-carroll,Activo
1327,Justin Johnson,South,warren,Activo
1328,Theresa Roberts,Lake,spencer-walker,Activo
1329,Michael Harrison,Lake,goodwin,Activo
1330,Jeremy Taylor,South,murillo,Activo
1331,Paul Roy,Lake,payne,Activo
1332,Brian Mccormick,Lake,washington,Activo
1333,Stephanie Gomez,West,jenkins,Activo
1334,Lindsey Tyler,West,parrish,Activo
1335,Nathan May,West,hicks,Activo
1336,Mrs. Emily Rice,North,rodriguez,Activo
1337,Amy Conley,New,brewer,No Activo
1338,Kaitlyn King,North,patrick,Activo
1339,Wyatt Bailey,North,mcdonald,Activo
1340,Brandon Robinson,West,frederick,Activo
1341,Francisco Armstrong,South,lester,Activo
1342,Samantha Brown,South,grant,Activo
1343,April Lee,Port,davis,Activo
1344,Kevin Moore,South,bush-burton,Activo
1345,Dawn Harrison,Lake,archer,Activo
1346,Sean Floyd,South,nguyen,Activo
1347,Wendy Leonard,West,russell,Activo
1348,Meagan Hernandez,West,wright,Activo
1349,Dawn Boyer,New,jones-barker,Activo
1350,Jennifer White,Port,gonzales,Activo
1351,Tanya Wood,Port,jackson,Activo
1352,Tracey Beard,New,lawson,Activo
1353,Kelly Faulkner,New,walker,Activo
1354,Brandy Carroll,Port,garcia,Activo
1355,Sean Wade,Lake,howard-thompson,Activo
1356,Jasmine Carter,South,monroe,Activo
1357,Jose Rangel,Port,barr,Activo
1358,Brooke Hartman,East,thompson-burnett,Activo
1359,Scott Williams,New,mays,Activo
1360,Jessica Henry,New,cisneros-burns,Activo
1361,Andrea Cruz,New,blair,Activo
1362,Kimberly Jones,North,reynolds,Activo
1363,Maria Davis,North,murphy,Activo
1364,Katie Baker,North,frazier,Activo
1365,Shane Green,North,rivera-singh,Activo
1366,Jacob Smith,North,silva,Activo
1367,Danielle Vance,Lake,james,Activo
1368,Peter Johnson,East,martin-johnson,Activo
1369,Megan Hull,North,ochoa-cordova,Activo
1370,Cynthia Smith,North,peters-harvey,Activo
1371,John Li,North,greer-bennett,Activo
1372,Holly Gonzalez,North,woods,Activo
1373,John Jones,Lake,wade-bell,Activo
1374,Tony Brown,South,rogers,Activo
1375,Veronica Matthews,South,wood,Activo
1376,Joseph Garcia,New,munoz,Activo
1377,Amanda Green,East,curry,Activo
1378,Matthew Clark,Lake,wright,Activo
1379,Robert Ho,North,li-barton,Activo
1380,Jacqueline Taylor,Port,cohen,Activo
1381,George Chang,South,mcdonald,Activo
1382,Holly Smith,Lake,cherry-petty,Activo
1383,Jennifer Travis,North,evans,Activo
1384,Corey Stafford,West,thomas,Activo
1385,Sandra Nguyen,Lake,roth,Activo
1386,William Davis,West,maldonado-munoz,No Activo
1387,Michele Todd,South,fowler-green,Activo
1388,Brian Fowler,New,young,Activo
1389,Christopher Reid,North,levine,Activo
1390,Michael Compton,South,mcbride-peterson,Activo
1391,Courtney Whitney,Lake,kennedy,Activo
1392,Jeffrey Johnson,New,little,No Activo
1393,David Robles,South,williams-johnson,Activo
1394,April Haynes,North,wilkins,Activo
1395,David Price,South,sparks,Activo
1396,Robert Hoover,Port,benjamin,Activo
1397,Kimberly Neal,East,castro,Activo
1398,Heather Clarke,East,harris,Activo
1399,Michael Barajas,Port,johnson,Activo
1400,Tonya Dunn,South,singh-bullock,Activo
1401,Lisa Wheeler,Lake,perkins,Activo
1402,Brandi Perry,South,brewer,Activo
1403,Christopher Wilkerson,East,jordan,Activo
1404,Amber Gonzalez,East,campbell,Activo
1405,Judith Cunningham,Port,cobb,Activo
1406,Logan Garcia,Lake,knox-castro,Activo
1407,Briana Knight,Port,rhodes,Activo
1408,James Sullivan,Port,banks,Activo
1409,Wanda Rodgers,West,harper-chen,Activo
1410,Yolanda Nelson,South,lloyd-price,No Activo
1411,Martha Lee,South,greer,Activo
1412,David Rodriguez,New,mcdonald-brewer,Activo
1413,Wesley Riley,Port,deleon,Activo
1414,Wendy Franco,Lake,wood,No Activo
1415,Madison Hunter,Port,cook,Activo
1416,Brenda Johnson,South,hernandez-rojas,Activo
1417,Elizabeth Woods,East,hicks-graham,Activo
1418,Deborah Bennett,North,wheeler-mullins,Activo
1419,Jamie Alexander,Lake,perez,Activo
1420,Douglas Mcdonald,East,english,Activo
1421,Barbara Gross,North,chase,Activo
1422,Jim Miller,West,sims,Activo
1423,Melissa Davis,New,lee,Activo
1424,Crystal Davis,New,henderson,Activo
1425,Julia Collier,West,maxwell,Activo
1426,Elizabeth Anderson,Port,williams,Activo
1427,Gary Carter,West,wilson-dillon,Activo
1428,William Kelly,West,hudson,Activo
1429,Amber Pennington,South,carter-higgins,Activo
1430,Frederick Richardson,South,lewis,Activo
1431,Jessica James,South,diaz,Activo
1432,Joseph Barnes,Port,blanchard,Activo
1433,Kenneth Harris,Lake,bailey,Activo
1434,Angela Brooks,Lake,avila-benson,Activo
1435,Terri English,Port,randolph-kirk,Activo
1436,Jamie Perry,West,wood,Activo
1437,Ruben Jones,Lake,rodriguez-nelson,Activo
1438,Kyle Campbell,South,wood,Activo
1439,Alejandra Luna,West,douglas-berg,Activo
1440,Spencer Matthews,South,henderson-hardy,Activo
1441,Cheyenne Lewis,South,cook,Activo
1442,Jennifer Ramirez,West,haney,Activo
1443,Ricky Yoder,South,padilla-martinez,Activo
1444,William Williams,East,warren-walker,Activo
1445,Crystal Fletcher,East,frey-carter,Activo
1446,Lindsay Sanders DVM,Lake,flores-brown,Activo
1447,Richard Dickerson,South,roy,Activo
1448,James Rush,South,anthony-johnson,Activo
1449,Kimberly Serrano,North,wilson,Activo
1450,Rhonda Coleman,New,smith-hicks,Activo
1451,Anthony Dunn,West,robertson-romero,Activo
1452,Mathew Cross,East,wells-carroll,Activo
1453,Michael Ramirez,West,fischer,Activo
1454,Jeremiah Mcdonald,North,white-gonzalez,Activo
1455,Tracy Mendoza,East,smith,Activo
1456,Zachary Romero,New,cox,Activo
1457,Candice Wolfe,New,cook-hahn,Activo
1458,Anna Neal,East,daniel,Activo
1459,Crystal Cross,Port,gonzales,Activo
1460,Justin Williams,South,rodriguez,No Activo
1461,Pamela Wilson,South,simpson,Activo
1462,Rachel Turner,East,jones,Activo
1463,Paula Booth,Port,williams,Activo
1464,Jasmine Brown DDS,Port,miles,Activo
1465,Gabriel Bennett,Lake,bailey,Activo
1466,Michael Shaw,Port,brown,Activo
1467,Melissa Moore,West,branch-clark,Activo
1468,Marc Stone,Lake,vazquez-nichols,Activo
1469,Matthew Allen,Port,stafford-lynch,Activo
1470,Andrew Jones,East,kennedy,Activo
1471,Daniel Guerrero,New,nguyen,Activo
1472,Stephanie Carr,East,gregory-campbell,Activo
1473,Chad Schwartz,Port,bell-jacobs,No Activo
1474,Anthony Jackson,Port,bell-baker,No Activo
1475,Lori Benton DDS,New,cobb-jimenez,Activo
1476,Jimmy Kirby,East,richards-brown,Activo
1477,John Anthony,South,nielsen-dean,Activo
1478,Jennifer Kramer,Lake,hill,Activo
1479,Mr. Matthew Thomas,South,burch-smith,Activo
1480,John Villarreal,North,harris,Activo
1481,Ebony Andrade,West,sparks,Activo
1482,David Lowe PhD,Lake,sanchez-david,Activo
1483,Wendy Henry,New,stevens-davenport,Activo
1484,Danny Curtis,South,vaughn-chavez,Activo
1485,Robert Sanchez,New,lambert,Activo
1486,Candace Bright,West,hall,Activo
1487,Andrew Dixon,Lake,hahn-marks,Activo
1488,Mark Cannon,East,santiago-michael,Activo
1489,Haley Fletcher,Lake,black,Activo
1490,Elizabeth Mathis,West,carter,Activo
1491,William Floyd,North,espinoza,Activo
1492,Pamela Davis,North,turner,Activo
1493,George Moss,Port,bonilla,Activo
1494,Kimberly Russell,New,glover,Activo
1495,Michael Brooks,North,campbell,Activo
1496,Jamie Warren,East,cain,Activo
1497,Sarah Smith,North,waller,Activo
1498,Daniel Smith,New,sandoval-ryan,Activo
1499,Jeffrey Brady,Lake,wilson,Activo
1500,Melissa Thomas,Lake,johns-wilson,Activo
1501,Linda Watson,West,ashley-clay,Activo
1502,Jade Johnston,South,hawkins-fernandez,Activo
1503,Steven Wood,Port,kennedy,Activo
1504,James Molina,East,pope,Activo
1505,Rachel Le,Lake,hicks-love,Activo
1506,Whitney Wood,North,costa-butler,Activo
1507,Gina Peterson,Port,king-winters,Activo
1508,Gail Morgan,Port,odonnell-huang,Activo
1509,Joy Owens,North,obrien,Activo
1510,Brianna Holland,West,wheeler,Activo
1511,Denise Cisneros,Port,warner-ray,Activo
1512,Kevin Walsh,East,clark,Activo
1513,Jennifer Rodriguez,New,evans,Activo
1514,Ashley Schwartz,West,boyd-mcdowell,Activo
1515,Russell Foley,New,myers-boyd,Activo
1516,John Weeks,East,parker,Activo
1517,Mark Palmer,Port,robinson,Activo
1518,Kerry Snow,New,reynolds-deleon,Activo
1519,Tyler Lucas,New,king-marshall,Activo
1520,Miss Angelica Ryan,West,oconnell-lee,Activo
1521,Dawn Durham,New,torres,Activo
1522,Anna Banks,West,smith,Activo
1523,Robert Morgan,Port,johnson,Activo
1524,Courtney Guzman,West,logan,Activo
1525,James Johnson,South,dean-king,No Activo
1526,Darren Martin,West,garcia-scott,Activo
1527,Katherine Jenkins PhD,North,hensley-campbell,Activo
1528,Lisa Patel,Port,davidson,Activo
1529,Joshua Whitaker,Lake,price-williams,Activo
1530,Bob Smith,East,barr-smith,Activo
1531,Leroy Ingram,South,white,Activo
1532,Juan Johnson,New,daniels,Activo
1533,Richard Carter,South,smith,Activo
1534,Autumn Mckay,West,gray,Activo
1535,Tabitha Branch,East,bullock,Activo
1536,Mary Johnston,North,carpenter,Activo
1537,Stephanie Lucas,Lake,martinez,Activo
1538,Jacqueline Fox,Port,smith,Activo
1539,Adriana Davis,North,robinson,Activo
1540,Samuel Hernandez,Lake,richardson-adkins,Activo
1541,Richard Perkins,New,smith,Activo
1542,James Huang,East,johnson-vargas,Activo
1543,David Henderson,North,bell,Activo
1544,Jeffrey Mason,North,moran,Activo
1545,Alex Rhodes,East,campbell-young,Activo
1546,Robin Williams,North,garcia,Activo
1547,David Miller,North,whitaker-clark,Activo
1548,Melinda Johnson,East,powers,Activo
1549,Jennifer Reyes,New,simpson-montoya,No Activo
1550,Brianna Kelley,New,carr,Activo
1551,Joseph Roy,South,reynolds-stewart,Activo
1552,Sabrina Taylor,Port,robinson,Activo
1553,Julie Pierce,Port,franklin,Activo
1554,Janet Galvan,South,russo,Activo
1555,Timothy Huber,North,peterson,Activo
1556,Aaron Pacheco,Lake,hoover,Activo
1557,Scott Long,Lake,poole,Activo
1558,Charles Garcia,New,russell-olson,Activo
1559,Robert Black,North,fields,Activo
1560,Steven Daniels,New,griffin,Activo
1561,Sherry Gibson,East,martinez,Activo
1562,Melissa Smith,Port,collins-turner,Activo
1563,Daniel Aguilar,New,booker,Activo
1564,Jessica Haynes,Lake,anderson-phillips,Activo
1565,Sabrina Phillips,North,hancock-martin,Activo
1566,Virginia Wagner,Lake,perez,Activo
1567,Nicholas Evans,Port,martin-erickson,Activo
1568,Bridget Eaton,South,reid,Activo
1569,Mark Holden,South,kennedy,Activo
1570,Fernando Hall,Lake,johnson,Activo
1571,Christina Walker,North,collins,Activo
1572,Emily Morse,North,martin,Activo
1573,Nancy Garza,South,williams-jordan,Activo
1574,David Campbell,West,mcdaniel,Activo
1575,Jacqueline Cross,East,sawyer,Activo
1576,Lynn Miller,North,davis-gardner,Activo
1577,Barry Fischer,Lake,mendez-williams,Activo
1578,Shawn Edwards,Lake,burns,Activo
1579,Samantha Conway,Lake,watson-lee,Activo
1580,Desiree Gray,North,aguirre,Activo
1581,Nicole Brown,New,lewis,Activo
1582,David Garcia,North,lambert,Activo
1583,Dawn Nguyen,West,cruz,Activo
1584,Bradley Archer,Lake,greer-jones,Activo
1585,Erica Lawrence DDS,Port,alvarez,Activo
1586,Richard Maddox,South,ortega,Activo
1587,Hailey Wheeler,New,armstrong,Activo
1588,Raymond Fitzgerald DVM,West,murphy-buchanan,Activo
1589,Edward Campbell,North,rodriguez-kemp,Activo
1590,Jesse Olsen,New,anthony-barron,Activo
1591,Brenda Moody,North,baxter,Activo
1592,Cynthia Key,Port,terry-choi,Activo
1593,Robyn Brown,Port,taylor,Activo
1594,Mary Herrera,North,young,Activo
1595,Erica Bishop,South,miller-jones,Activo
1596,Erica Rogers,Port,scott-cardenas,Activo
1597,Andrew York,New,williams-murray,Activo
1598,Meghan Hernandez,North,ballard,Activo
1599,Alicia Davis,North,morales,Activo
1600,Hannah Hanson,South,cohen,Activo
1601,Terry Moore,New,perez-russell,Activo
1602,Donald Young,New,reynolds,Activo
1603,Jesse Andrews,South,terry,Activo
1604,Christy Weeks,New,hoffman-conner,Activo
1605,Kayla Simon,New,wilkerson-haley,Activo
1606,Timothy Wright,West,herman,Activo
1607,Jeffrey Higgins,North,lozano-austin,Activo
1608,Gina Thompson,Lake,horton-best,Activo
1609,Lauren Patrick,East,lewis,Activo
1610,Terrence Galloway,South,knox,Activo
1611,Dustin Fischer,East,gutierrez,Activo
1612,Nicole White,North,oneal-hines,No Activo
1613,Monica Fuller,Port,peters,Activo
1614,Lisa Mason,North,fuller,Activo
1615,Mary Liu,West,hart,Activo
1616,Carol Herring,West,ramsey,Activo
1617,Jesse Carlson,New,davis,Activo
1618,Richard Parker,Lake,castillo,Activo
1619,Elizabeth Frazier,New,huffman-chapman,Activo
1620,Michael Randolph,East,rivera-merritt,Activo
1621,Stanley Scott,East,coleman-sanchez,Activo
1622,Aaron Mendoza,Port,hines-lopez,Activo
1623,John Tucker,Lake,hartman,Activo
1624,Zachary Wilson,West,green,Activo
1625,Jason Martinez,Lake,nolan,Activo
1626,Wendy Chapman,West,cook-smith,Activo
1627,Ruben Mccann,West,schneider,Activo
1628,Nicholas Diaz,Lake,williams,Activo
1629,Kristy Williams,Lake,dean-robinson,Activo
1630,James Adams,East,mack,Activo
1631,Anna Reynolds,West,wood-fleming,Activo
1632,Wanda Ramos,Lake,bray-kelly,Activo
1633,Heather Vargas,Port,harrison,Activo
1634,Barbara Vasquez,North,washington,Activo
1635,Gregory Hansen,New,hall-byrd,Activo
1636,Carla Brown,South,taylor-garcia,Activo
1637,Evan French,North,bryant,Activo
1638,Don Brewer,North,marshall,Activo
1639,Kathleen Anthony,New,carter-cooley,Activo
1640,Mary Beck,Port,hill-french,Activo
1641,Jacob Douglas,Port,mclean-thomas,Activo
1642,James Thompson,Port,armstrong,Activo
1643,Nicholas Bell,New,peterson,Activo
1644,Wanda Jacobs,Port,shaffer,Activo
1645,Bruce Briggs,Port,flores,Activo
1646,Jonathan Rodriguez,South,hardy-wiley,Activo
1647,Ashlee Roberts,North,park,Activo
1648,Abigail Lee,Port,perez,Activo
1649,Michael Winters,Lake,arnold-alvarez,Activo
1650,Sue Garza,Lake,wells,Activo
1651,Sharon Carter,Port,thomas-baker,Activo
1652,Lauren Andrews,West,wilson,Activo
1653,Nina Johnson,West,anderson,Activo
1654,Tracy Morton,East,curtis,Activo
1655,Dr. Colleen English,New,boyd,Activo
1656,Sally Cunningham,West,williams-scott,Activo
1657,Katherine Gill,Lake,bennett-price,Activo
1658,Laurie Parker,East,hernandez,Activo
1659,John Rodriguez,New,allen,Activo
1660,Dustin Gonzalez,New,butler,Activo
1661,Mark Bell,South,romero-jimenez,Activo
1662,Julie Newman,West,walker-lozano,Activo
1663,Christine Willis,South,hughes-crosby,Activo
1664,Sandra Smith,West,dennis,Activo
1665,Gregory Sutton,South,simpson,Activo
1666,Julia Stewart,South,alvarado,Activo
1667,Matthew Hendricks,Lake,contreras,Activo
1668,Joshua Wolf,Lake,jarvis,Activo
1669,Rachel Wise,Port,snyder,Activo
1670,Kristy Warren,North,randall-rodriguez,Activo
1671,Tammy Diaz,Port,thomas-maxwell,Activo
1672,Ashley Mathis,West,castro,Activo
1673,Cheryl Reed,Port,phillips-reed,Activo
1674,Jonathan Stewart,Port,norman,Activo
1675,Benjamin Walker,South,goodman,Activo
1676,Mary Moore,North,lewis,Activo
1677,Travis Tyler,North,trevino-walls,Activo
1678,Joshua Miller,Port,walsh,Activo
1679,Wanda Allen,West,patterson-white,Activo
1680,Kenneth Hammond,East,rodriguez,Activo
1681,Megan Morgan,North,bennett-huynh,Activo
1682,Jeremy Andrews,East,jones,Activo
1683,Shawn Lewis,East,moore,Activo
1684,Anna Jones,West,jones,Activo
1685,Tristan Fernandez,East,garcia-wood,Activo
1686,Amanda Browning,Lake,morgan,Activo
1687,Derek King,North,barker,Activo
1688,Michael Cuevas,South,mitchell-white,Activo
1689,Eddie Ryan,New,roth,Activo
1690,Daniel Hernandez,East,diaz,Activo
1691,April Williams,East,porter,Activo
1692,Holly Cox,West,rodriguez,Activo
1693,Cynthia Lee,West,simmons-castaneda,Activo
1694,Jamie Nolan,Lake,fuentes,Activo
1695,James Myers,South,lucas,Activo
1696,Alexis Nguyen,East,watson,Activo
1697,Brett Sparks,New,campbell-williams,Activo
1698,Matthew Tyler,East,bennett,Activo
1699,Grace Reilly,East,simpson,Activo
1700,Brian Richards,Port,ayala,Activo
1701,Emily Frazier,Port,nguyen,Activo
1702,Daniel Warren,West,fuller,Activo
1703,Laura Robertson,Port,gonzalez-simon,Activo
1704,Lindsey Davis,North,estes,Activo
1705,Kimberly Ramos,Port,johnson,Activo
1706,Michelle Jackson,Lake,kaufman-bennett,Activo
1707,Colton Rodriguez,West,adams-garza,Activo
1708,Brian Phillips,East,brown-sanders,Activo
1709,John Ferguson,North,patel-hall,Activo
1710,Kimberly Gillespie,North,hancock-mann,Activo
