nbr_inc_id,var_inc_nombre,var_inc_fecha,var_inc_status,nbr_ci_id
1322,Fry,2020-08-11,Caso activo,1322
1323,White,2020-01-01,Caso cerrado,1323
1324,Wood,2022-05-14,Caso Archivado,1324
1325,Hart,2021-11-21,Caso activo,1325
1326,Contreras,2020-09-06,Caso Archivado,1326
1327,Liu,2020-10-29,Caso activo,1327
1328,Mcconnell,2020-09-08,Caso activo,1328
1329,Monroe,2022-04-25,Caso Archivado,1329
1330,Munoz,2020-01-05,Caso activo,1330
1331,Conrad,2020-05-19,Caso activo,1331
1332,Sanders,2020-02-20,Caso activo,1332
1333,Smith,2020-12-23,Caso cerrado,1333
1334,Atkins,2020-09-13,Caso activo,1334
1335,Rojas,2020-10-03,Caso cerrado,1335
1336,Gibson,2020-01-16,Caso activo,1336
1337,Black,2022-12-10,Caso Archivado,1337
1338,Moran,2021-08-28,Caso cerrado,1338
1339,Ray,2022-08-26,Caso activo,1339
1340,Allen,2022-03-26,Caso cerrado,1340
1341,Johnson,2022-02-01,Caso activo,1341
1342,Wood,2022-07-12,Caso activo,1342
1343,Walker,2022-02-25,Caso activo,1343
1344,Meyers,2021-11-20,Caso Archivado,1344
1345,Taylor,2021-07-24,Caso activo,1345
1346,Cooper,2022-11-26,Caso cerrado,1346
1347,English,2022-09-23,Caso activo,1347
1348,Mcmahon,2021-11-07,Caso activo,1348
1349,Foley,2021-06-06,Caso cerrado,1349
1350,Baxter,2021-11-23,Caso cerrado,1350
1351,Martinez,2021-12-29,Caso activo,1351
1352,Underwood,2020-01-08,Caso activo,1352
1353,Patton,2022-06-18,Caso activo,1353
1354,Ross,2020-05-31,Caso activo,1354
1355,Olson,2021-10-12,Caso activo,1355
1356,Drake,2020-10-30,Caso activo,1356
1357,Roberts,2020-02-26,Caso activo,1357
1358,Eaton,2022-01-26,Caso activo,1358
1359,Estrada,2020-09-11,Caso activo,1359
1360,Wallace,2022-11-25,Caso cerrado,1360
1361,Morrison,2022-11-21,Caso activo,1361
1362,Smith,2021-08-14,Caso Archivado,1362
1363,Parker,2022-12-04,Caso cerrado,1363
1364,Rogers,2022-11-27,Caso Archivado,1364
1365,Swanson,2022-09-12,Caso cerrado,1365
1366,Santos,2021-02-02,Caso Archivado,1366
1367,Torres,2022-07-31,Caso Archivado,1367
1368,Parsons,2021-12-14,Caso Archivado,1368
1369,Shepherd,2021-07-22,Caso activo,1369
1370,Graves,2022-03-08,Caso cerrado,1370
1371,Chapman,2021-04-22,Caso activo,1371
1372,Conley,2022-05-25,Caso cerrado,1372
1373,Clark,2020-04-08,Caso activo,1373
1374,Parker,2021-09-05,Caso Archivado,1374
1375,Gonzalez,2022-06-24,Caso Archivado,1375
1376,Burgess,2022-03-02,Caso cerrado,1376
1377,Jenkins,2021-11-21,Caso activo,1377
1378,Miller,2021-11-29,Caso activo,1378
1379,Mills,2022-04-10,Caso activo,1379
1380,Ward,2020-02-20,Caso activo,1380
1381,Sullivan,2020-01-27,Caso Archivado,1381
1382,Cooper,2022-05-31,Caso cerrado,1382
1383,English,2020-07-19,Caso activo,1383
1384,Martinez,2021-09-25,Caso Archivado,1384
1385,Sanders,2020-01-06,Caso cerrado,1385
1386,Jones,2022-12-26,Caso activo,1386
1387,Michael,2021-09-25,Caso Archivado,1387
1388,Cunningham,2022-08-01,Caso cerrado,1388
1389,Thompson,2022-10-29,Caso Archivado,1389
1390,Hayes,2020-04-30,Caso activo,1390
1391,Lynn,2020-11-02,Caso activo,1391
1392,Stuart,2022-05-03,Caso activo,1392
1393,Wilson,2020-02-28,Caso Archivado,1393
1394,Williams,2022-02-28,Caso activo,1394
1395,Craig,2022-11-25,Caso activo,1395
1396,Howard,2021-02-18,Caso activo,1396
1397,Brooks,2022-08-10,Caso activo,1397
1398,Carr,2022-02-28,Caso activo,1398
1399,Hodges,2022-08-28,Caso activo,1399
1400,Freeman,2021-07-09,Caso Archivado,1400
1401,Kaufman,2021-08-04,Caso Archivado,1401
1402,Mcclain,2021-06-23,Caso cerrado,1402
1403,Craig,2020-08-29,Caso activo,1403
1404,Johnson,2021-08-07,Caso cerrado,1404
1405,Meyers,2021-05-20,Caso Archivado,1405
1406,Carson,2022-11-24,Caso activo,1406
1407,Hayes,2021-10-21,Caso Archivado,1407
1408,Lawrence,2022-01-15,Caso Archivado,1408
1409,Elliott,2020-10-27,Caso activo,1409
1410,Scott,2022-08-07,Caso activo,1410
1411,Scott,2020-01-04,Caso cerrado,1411
1412,Morales,2021-08-12,Caso cerrado,1412
1413,White,2022-05-06,Caso Archivado,1413
1414,Craig,2020-06-02,Caso cerrado,1414
1415,Jones,2021-01-09,Caso activo,1415
1416,Mills,2022-10-30,Caso activo,1416
1417,Juarez,2020-02-27,Caso Archivado,1417
1418,Miller,2021-12-05,Caso Archivado,1418
1419,Shaffer,2022-03-09,Caso Archivado,1419
1420,Smith,2022-09-09,Caso activo,1420
1421,Davis,2020-04-30,Caso cerrado,1421
1422,Hensley,2022-04-06,Caso Archivado,1422
1423,Anderson,2021-06-23,Caso activo,1423
1424,Hunter,2020-04-30,Caso Archivado,1424
1425,Osborne,2023-01-21,Caso cerrado,1425
1426,Hunter,2022-03-14,Caso activo,1426
1427,Carter,2022-03-28,Caso Archivado,1427
1428,Mitchell,2020-12-18,Caso cerrado,1428
1429,King,2022-11-24,Caso activo,1429
1430,Anderson,2020-03-21,Caso cerrado,1430
1431,Norton,2020-05-15,Caso activo,1431
1432,Lopez,2020-10-15,Caso activo,1432
1433,Craig,2021-04-15,Caso Archivado,1433
1434,Banks,2020-01-08,Caso activo,1434
1435,Arnold,2020-10-11,Caso Archivado,1435
1436,Henderson,2021-07-18,Caso Archivado,1436
1437,Davidson,2023-01-12,Caso Archivado,1437
1438,Gomez,2021-01-04,Caso Archivado,1438
1439,Baker,2021-06-12,Caso cerrado,1439
1440,Smith,2021-07-27,Caso activo,1440
1441,Frey,2022-01-12,Caso activo,1441
1442,Bell,2022-11-07,Caso activo,1442
1443,Sanders,2022-03-09,Caso cerrado,1443
1444,Stanley,2022-08-24,Caso activo,1444
1445,Allen,2021-09-26,Caso cerrado,1445
1446,Miller,2020-05-07,Caso cerrado,1446
1447,Young,2020-06-30,Caso Archivado,1447
1448,Kirby,2021-04-05,Caso activo,1448
1449,Brown,2022-12-08,Caso Archivado,1449
1450,Wood,2021-03-05,Caso cerrado,1450
1451,Stafford,2022-09-24,Caso activo,1451
1452,Powell,2020-10-01,Caso activo,1452
1453,Harrell,2020-05-15,Caso activo,1453
1454,Mitchell,2020-12-03,Caso activo,1454
1455,Daniels,2022-06-01,Caso Archivado,1455
1456,West,2021-07-26,Caso activo,1456
1457,Bowen,2020-01-04,Caso activo,1457
1458,White,2021-08-20,Caso activo,1458
1459,Walker,2021-03-07,Caso activo,1459
1460,Williams,2021-08-02,Caso Archivado,1460
1461,Hughes,2021-05-30,Caso activo,1461
1462,Young,2021-09-11,Caso Archivado,1462
1463,Figueroa,2022-02-24,Caso Archivado,1463
1464,Smith,2021-09-14,Caso Archivado,1464
1465,Kim,2021-12-18,Caso Archivado,1465
1466,Jones,2021-06-27,Caso activo,1466
1467,Mcgee,2021-03-18,Caso Archivado,1467
1468,Hudson,2020-07-08,Caso cerrado,1468
1469,Morales,2022-04-09,Caso Archivado,1469
1470,Fernandez,2021-09-07,Caso activo,1470
1471,Roberts,2020-09-03,Caso cerrado,1471
1472,Horne,2021-09-19,Caso Archivado,1472
1473,Moore,2020-09-29,Caso activo,1473
1474,Wyatt,2021-09-07,Caso cerrado,1474
1475,Baker,2020-11-22,Caso Archivado,1475
1476,Herrera,2021-06-26,Caso activo,1476
1477,Jones,2021-06-23,Caso activo,1477
1478,Hoffman,2021-07-01,Caso activo,1478
1479,Hawkins,2021-12-14,Caso activo,1479
1480,Cohen,2022-03-22,Caso activo,1480
1481,Perry,2022-01-01,Caso activo,1481
1482,Ward,2020-01-09,Caso activo,1482
1483,Thompson,2022-08-02,Caso Archivado,1483
1484,Kane,2020-11-03,Caso activo,1484
1485,Phillips,2020-12-13,Caso cerrado,1485
1486,Clark,2021-12-31,Caso activo,1486
1487,Hughes,2021-08-25,Caso activo,1487
1488,Reed,2020-06-08,Caso activo,1488
1489,Hernandez,2020-10-19,Caso activo,1489
1490,Ward,2022-04-25,Caso cerrado,1490
1491,Cox,2021-08-04,Caso cerrado,1491
1492,Sandoval,2022-08-16,Caso activo,1492
1493,Hanson,2020-10-08,Caso activo,1493
1494,Romero,2020-04-23,Caso activo,1494
1495,Miranda,2020-06-18,Caso activo,1495
1496,Snyder,2020-11-19,Caso activo,1496
1497,Wilkinson,2020-10-04,Caso activo,1497
1498,Armstrong,2022-07-23,Caso cerrado,1498
1499,Simmons,2021-10-06,Caso cerrado,1499
1500,Rojas,2022-06-21,Caso Archivado,1500
1501,Gray,2022-03-17,Caso activo,1501
1502,Giles,2020-02-20,Caso activo,1502
1503,Morris,2022-11-14,Caso Archivado,1503
1504,Dunn,2020-04-18,Caso Archivado,1504
1505,Frederick,2022-11-21,Caso activo,1505
1506,Anderson,2022-12-13,Caso activo,1506
1507,Stout,2022-02-11,Caso Archivado,1507
1508,Thornton,2022-11-11,Caso activo,1508
1509,Walsh,2021-04-03,Caso Archivado,1509
1510,Reynolds,2022-11-23,Caso Archivado,1510
1511,Wallace,2020-02-04,Caso activo,1511
1512,Cruz,2022-01-10,Caso Archivado,1512
1513,Rodriguez,2020-09-17,Caso cerrado,1513
1514,Pierce,2020-09-18,Caso cerrado,1514
1515,Perez,2020-06-21,Caso activo,1515
1516,White,2021-07-23,Caso cerrado,1516
1517,Webster,2020-04-18,Caso activo,1517
1518,Nguyen,2020-12-19,Caso Archivado,1518
1519,Doyle,2021-02-03,Caso Archivado,1519
1520,Taylor,2022-04-03,Caso activo,1520
1521,Farmer,2021-02-16,Caso Archivado,1521
1522,Lawrence,2022-11-15,Caso cerrado,1522
1523,Armstrong,2021-05-23,Caso activo,1523
1524,Lewis,2022-02-02,Caso Archivado,1524
1525,Curry,2020-12-07,Caso Archivado,1525
1526,Hall,2020-12-09,Caso cerrado,1526
1527,Brady,2020-07-06,Caso Archivado,1527
1528,Baker,2022-03-30,Caso activo,1528
1529,Olson,2021-12-10,Caso Archivado,1529
1530,Jones,2020-11-04,Caso Archivado,1530
1531,Hubbard,2021-12-01,Caso cerrado,1531
1532,Mcguire,2021-08-03,Caso cerrado,1532
1533,Gonzalez,2021-10-29,Caso activo,1533
1534,Tyler,2022-03-30,Caso activo,1534
1535,Smith,2020-11-13,Caso cerrado,1535
1536,Pena,2020-03-25,Caso activo,1536
1537,Chase,2021-06-02,Caso cerrado,1537
1538,Reese,2020-09-11,Caso cerrado,1538
1539,Marshall,2022-03-22,Caso activo,1539
1540,Owens,2022-04-26,Caso activo,1540
1541,Weber,2022-01-09,Caso activo,1541
1542,Roberts,2022-06-27,Caso activo,1542
1543,Larson,2020-09-10,Caso Archivado,1543
1544,Henry,2022-01-23,Caso activo,1544
1545,Barnett,2020-12-26,Caso cerrado,1545
1546,Pierce,2022-04-17,Caso activo,1546
1547,Cannon,2021-12-16,Caso activo,1547
1548,Ward,2021-03-07,Caso cerrado,1548
1549,Paul,2022-02-03,Caso Archivado,1549
1550,Meyer,2022-03-09,Caso Archivado,1550
1551,Reyes,2020-09-05,Caso activo,1551
1552,Knight,2022-03-02,Caso Archivado,1552
1553,Carey,2021-11-04,Caso Archivado,1553
1554,Wise,2022-08-13,Caso activo,1554
1555,Figueroa,2022-05-16,Caso activo,1555
1556,Jones,2020-02-23,Caso Archivado,1556
1557,Payne,2021-11-20,Caso cerrado,1557
1558,Hardin,2022-04-15,Caso Archivado,1558
1559,Friedman,2020-05-16,Caso activo,1559
1560,Gallegos,2021-09-26,Caso Archivado,1560
1561,Rodriguez,2021-09-16,Caso activo,1561
1562,Johnson,2021-03-03,Caso activo,1562
1563,Bell,2020-10-17,Caso cerrado,1563
1564,Bray,2020-05-21,Caso Archivado,1564
1565,Harrison,2022-06-21,Caso Archivado,1565
1566,Burton,2020-04-25,Caso activo,1566
1567,Collins,2020-08-12,Caso activo,1567
1568,Gonzalez,2021-01-26,Caso activo,1568
1569,Wells,2021-10-16,Caso activo,1569
1570,Taylor,2020-09-25,Caso activo,1570
1571,Herrera,2020-11-02,Caso Archivado,1571
1572,Shepard,2020-11-12,Caso activo,1572
1573,Huynh,2022-01-29,Caso activo,1573
1574,Fox,2020-08-20,Caso Archivado,1574
1575,Mcintosh,2020-02-23,Caso Archivado,1575
1576,Vasquez,2022-09-08,Caso activo,1576
1577,Anderson,2020-12-19,Caso activo,1577
1578,Hernandez,2020-09-04,Caso cerrado,1578
1579,Williams,2020-02-25,Caso activo,1579
1580,Norton,2021-03-05,Caso Archivado,1580
1581,Jenkins,2020-09-11,Caso activo,1581
1582,Calderon,2023-01-16,Caso activo,1582
1583,Moore,2022-05-14,Caso cerrado,1583
1584,Skinner,2022-11-04,Caso activo,1584
1585,Castro,2022-01-10,Caso activo,1585
1586,Adams,2021-01-06,Caso Archivado,1586
1587,Martinez,2021-09-26,Caso cerrado,1587
1588,Lucas,2020-09-12,Caso cerrado,1588
1589,Barker,2021-11-28,Caso cerrado,1589
1590,Snyder,2020-09-29,Caso activo,1590
1591,Case,2022-06-27,Caso Archivado,1591
1592,Phillips,2022-09-29,Caso activo,1592
1593,Robbins,2020-05-09,Caso cerrado,1593
1594,Craig,2021-04-22,Caso Archivado,1594
1595,Levine,2022-05-08,Caso activo,1595
1596,Graves,2021-03-07,Caso cerrado,1596
1597,Howard,2022-04-17,Caso activo,1597
1598,Whitaker,2022-01-07,Caso activo,1598
1599,Carr,2021-05-03,Caso activo,1599
1600,Rubio,2022-01-08,Caso activo,1600
1601,Lucas,2021-01-13,Caso activo,1601
1602,Reynolds,2021-03-30,Caso Archivado,1602
1603,Barnes,2020-03-24,Caso activo,1603
1604,Johnson,2022-10-05,Caso Archivado,1604
1605,Clark,2020-03-26,Caso cerrado,1605
1606,Matthews,2022-01-19,Caso activo,1606
1607,Walsh,2020-08-21,Caso cerrado,1607
1608,Kerr,2020-11-12,Caso activo,1608
1609,Terrell,2020-09-10,Caso activo,1609
1610,Frazier,2021-09-01,Caso cerrado,1610
1611,Turner,2021-06-26,Caso Archivado,1611
1612,Murphy,2021-02-11,Caso activo,1612
1613,Howard,2021-05-23,Caso activo,1613
1614,Guerra,2022-05-06,Caso activo,1614
1615,Ruiz,2020-07-20,Caso Archivado,1615
1616,Clark,2022-10-26,Caso cerrado,1616
1617,Sanchez,2021-05-03,Caso activo,1617
1618,Andrews,2022-12-14,Caso Archivado,1618
1619,Houston,2020-04-29,Caso Archivado,1619
1620,West,2022-03-04,Caso activo,1620
1621,Ramirez,2021-08-29,Caso cerrado,1621
1622,Wilson,2022-02-02,Caso cerrado,1622
1623,Barnes,2020-05-10,Caso Archivado,1623
1624,Collins,2022-01-01,Caso activo,1624
1625,Lang,2021-08-25,Caso cerrado,1625
1626,Davis,2021-07-01,Caso activo,1626
1627,White,2020-08-29,Caso activo,1627
1628,Porter,2022-07-22,Caso cerrado,1628
1629,Flores,2021-12-15,Caso activo,1629
1630,Martin,2020-01-25,Caso activo,1630
1631,Hernandez,2021-03-18,Caso cerrado,1631
1632,Davies,2021-10-21,Caso activo,1632
1633,Burton,2022-09-15,Caso cerrado,1633
1634,Alexander,2020-04-22,Caso Archivado,1634
1635,Garcia,2022-04-16,Caso activo,1635
1636,Shepard,2020-04-25,Caso Archivado,1636
1637,Castro,2021-08-23,Caso Archivado,1637
1638,Fox,2022-10-01,Caso Archivado,1638
1639,Kelley,2021-09-25,Caso Archivado,1639
1640,Wyatt,2020-07-28,Caso Archivado,1640
1641,Mckay,2022-11-09,Caso activo,1641
1642,Bennett,2022-05-30,Caso Archivado,1642
1643,Velasquez,2020-05-15,Caso Archivado,1643
1644,Williams,2022-05-22,Caso activo,1644
1645,Robinson,2022-09-03,Caso Archivado,1645
1646,Kaiser,2022-07-03,Caso cerrado,1646
1647,Sullivan,2020-05-18,Caso Archivado,1647
1648,Ray,2021-07-30,Caso activo,1648
1649,Moore,2021-06-06,Caso cerrado,1649
1650,Hardy,2021-09-03,Caso activo,1650
1651,Rush,2021-05-15,Caso activo,1651
1652,Barnett,2021-03-01,Caso cerrado,1652
1653,Johnson,2022-01-05,Caso activo,1653
1654,Hicks,2022-05-03,Caso activo,1654
1655,Green,2021-01-16,Caso Archivado,1655
1656,Aguirre,2022-03-10,Caso activo,1656
1657,Hardin,2021-06-30,Caso activo,1657
1658,Andrews,2020-03-05,Caso activo,1658
1659,Trujillo,2021-09-04,Caso activo,1659
1660,Leonard,2021-08-17,Caso activo,1660
1661,Shepherd,2022-02-05,Caso activo,1661
1662,Brown,2021-08-26,Caso activo,1662
1663,Rodriguez,2022-01-17,Caso cerrado,1663
1664,Davis,2020-08-21,Caso Archivado,1664
1665,Gonzalez,2020-12-05,Caso activo,1665
1666,Brandt,2020-03-04,Caso activo,1666
1667,Schmitt,2020-05-22,Caso activo,1667
1668,Jacobs,2022-11-14,Caso Archivado,1668
1669,Spencer,2021-05-13,Caso Archivado,1669
1670,Hubbard,2021-03-07,Caso cerrado,1670
1671,Allen,2020-11-08,Caso activo,1671
1672,Fuller,2020-05-17,Caso activo,1672
1673,Rodgers,2021-07-20,Caso activo,1673
1674,White,2020-11-16,Caso activo,1674
1675,Gray,2020-11-21,Caso cerrado,1675
1676,Walker,2022-10-13,Caso Archivado,1676
1677,Williams,2020-03-22,Caso cerrado,1677
1678,Wang,2020-10-21,Caso activo,1678
1679,Hill,2020-12-06,Caso activo,1679
1680,Porter,2020-04-04,Caso cerrado,1680
1681,Gay,2020-12-05,Caso activo,1681
1682,Morris,2021-03-08,Caso Archivado,1682
1683,Ryan,2022-03-17,Caso Archivado,1683
1684,Mcdonald,2021-09-18,Caso cerrado,1684
1685,Dean,2021-06-09,Caso cerrado,1685
1686,Chambers,2022-10-06,Caso activo,1686
1687,Stewart,2020-09-08,Caso Archivado,1687
1688,Pratt,2020-06-24,Caso cerrado,1688
1689,Garcia,2020-09-20,Caso activo,1689
1690,Murphy,2021-05-02,Caso Archivado,1690
1691,Chavez,2020-09-12,Caso activo,1691
1692,Rose,2022-01-08,Caso activo,1692
1693,Martinez,2020-11-05,Caso activo,1693
1694,Rowland,2021-12-19,Caso Archivado,1694
1695,Mooney,2022-11-28,Caso activo,1695
1696,Johnson,2022-08-07,Caso activo,1696
1697,Vazquez,2022-08-12,Caso activo,1697
1698,Rivera,2020-06-12,Caso activo,1698
1699,Moore,2022-03-14,Caso activo,1699
1700,Morse,2020-07-17,Caso activo,1700
1701,Kim,2023-01-10,Caso activo,1701
1702,Thompson,2022-09-21,Caso activo,1702
1703,Snow,2021-05-01,Caso cerrado,1703
1704,Durham,2020-10-08,Caso activo,1704
1705,Trevino,2020-10-25,Caso activo,1705
1706,Abbott,2020-07-25,Caso activo,1706
1707,Martinez,2022-02-17,Caso Archivado,1707
1708,Wise,2022-08-16,Caso cerrado,1708
1709,Jones,2021-06-30,Caso activo,1709
1710,Wang,2022-09-07,Caso activo,1710
1711,Hunt,2020-07-28,Caso cerrado,1711
1712,Sullivan,2020-07-26,Caso cerrado,1712
1713,Marshall,2021-11-16,Caso activo,1713
1714,Gray,2020-10-16,Caso Archivado,1714
1715,Barton,2021-10-27,Caso activo,1715
1716,Molina,2022-10-01,Caso activo,1716
1717,Rojas,2021-03-13,Caso Archivado,1717
1718,Moran,2022-08-30,Caso activo,1718
1719,Reyes,2020-08-22,Caso activo,1719
1720,Meyer,2022-04-22,Caso Archivado,1720
1721,Mckee,2021-07-12,Caso Archivado,1721
1722,Nielsen,2021-10-08,Caso cerrado,1722
1723,Nguyen,2022-03-10,Caso activo,1723
1724,Craig,2021-06-06,Caso activo,1724
1725,Martin,2021-06-18,Caso activo,1725
1726,Walters,2021-05-26,Caso cerrado,1726
1727,Gilbert,2020-03-01,Caso cerrado,1727
1728,Bryant,2021-11-12,Caso Archivado,1728
1729,Klein,2020-09-21,Caso activo,1729
1730,Ellison,2021-03-03,Caso cerrado,1730
1731,Wilson,2021-11-19,Caso activo,1731
1732,Wright,2022-09-14,Caso activo,1732
1733,Dunn,2022-03-30,Caso Archivado,1733
1734,Fletcher,2020-05-27,Caso activo,1734
1735,Hebert,2021-09-12,Caso activo,1735
1736,Jenkins,2020-03-13,Caso activo,1736
1737,Wilkins,2020-08-13,Caso cerrado,1737
1738,Bryant,2020-07-28,Caso activo,1738
1739,Moran,2020-06-10,Caso Archivado,1739
1740,Glenn,2020-09-25,Caso activo,1740
1741,Sutton,2022-04-16,Caso activo,1741
1742,Brown,2022-04-07,Caso cerrado,1742
1743,Lee,2022-12-16,Caso Archivado,1743
1744,Kent,2020-01-04,Caso activo,1744
1745,Lynch,2023-01-15,Caso activo,1745
1746,Dean,2021-08-19,Caso Archivado,1746
1747,Copeland,2020-09-28,Caso Archivado,1747
1748,Holland,2020-04-24,Caso cerrado,1748
1749,Roberts,2020-07-18,Caso Archivado,1749
1750,Gardner,2022-12-18,Caso activo,1750
1751,Smith,2020-03-24,Caso Archivado,1751
1752,Jones,2022-06-24,Caso activo,1752
1753,Thompson,2021-05-21,Caso Archivado,1753
1754,Nelson,2022-03-18,Caso Archivado,1754
1755,Lee,2022-05-28,Caso Archivado,1755
1756,Ortiz,2021-09-03,Caso Archivado,1756
1757,Gibson,2021-02-04,Caso cerrado,1757
1758,Wright,2022-09-16,Caso Archivado,1758
1759,Leonard,2021-08-18,Caso activo,1759
1760,Harris,2022-09-13,Caso activo,1760
1761,Schroeder,2020-08-07,Caso activo,1761
1762,Owen,2020-08-31,Caso Archivado,1762
1763,Miller,2020-04-19,Caso Archivado,1763
1764,Wright,2020-12-10,Caso cerrado,1764
1765,Mathis,2020-01-20,Caso Archivado,1765
1766,Anderson,2020-12-29,Caso cerrado,1766
1767,Miller,2021-02-08,Caso cerrado,1767
1768,Davis,2021-12-31,Caso activo,1768
1769,Jackson,2020-11-16,Caso Archivado,1769
1770,Ramirez,2021-07-02,Caso activo,1770
1771,Peterson,2021-11-04,Caso cerrado,1771
1772,Hunter,2021-01-28,Caso activo,1772
1773,Russell,2021-10-31,Caso activo,1773
1774,Strong,2020-09-24,Caso Archivado,1774
1775,Clark,2021-02-12,Caso activo,1775
1776,Watkins,2022-06-02,Caso activo,1776
1777,Gray,2020-12-24,Caso activo,1777
1778,Benson,2020-12-10,Caso activo,1778
1779,Stewart,2023-01-08,Caso activo,1779
1780,Brown,2020-11-03,Caso activo,1780
1781,Mitchell,2022-06-10,Caso cerrado,1781
1782,Hernandez,2022-03-16,Caso activo,1782
1783,Koch,2020-11-15,Caso cerrado,1783
1784,Hansen,2020-06-03,Caso activo,1784
1785,Nguyen,2020-04-21,Caso activo,1785
1786,Mejia,2022-09-06,Caso Archivado,1786
1787,Carey,2020-10-05,Caso activo,1787
1788,Hall,2022-08-04,Caso activo,1788
1789,Martinez,2021-02-06,Caso activo,1789
1790,Lewis,2021-10-09,Caso activo,1790
1791,Stephenson,2021-09-28,Caso cerrado,1791
1792,Melton,2020-11-12,Caso activo,1792
1793,Carter,2021-03-29,Caso activo,1793
1794,Hill,2021-11-02,Caso activo,1794
1795,Jones,2022-07-31,Caso Archivado,1795
1796,Shaffer,2020-01-27,Caso cerrado,1796
1797,Adams,2020-01-16,Caso activo,1797
1798,Reeves,2022-04-11,Caso activo,1798
1799,Campbell,2023-01-14,Caso Archivado,1799
1800,Baldwin,2022-01-04,Caso activo,1800
1801,Green,2022-11-05,Caso activo,1801
1802,Cohen,2022-06-02,Caso activo,1802
1803,Alvarado,2021-10-20,Caso Archivado,1803
1804,Villegas,2021-12-09,Caso cerrado,1804
1805,Olson,2022-11-14,Caso Archivado,1805
1806,Ramos,2020-05-29,Caso activo,1806
1807,Fowler,2022-09-19,Caso activo,1807
1808,Estes,2022-10-27,Caso Archivado,1808
1809,Miller,2020-11-10,Caso cerrado,1809
1810,Williams,2020-06-17,Caso activo,1810
1811,Brown,2021-02-04,Caso cerrado,1811
1812,Freeman,2021-02-05,Caso activo,1812
1813,Foster,2020-07-12,Caso activo,1813
1814,Thomas,2022-07-10,Caso activo,1814
1815,Paul,2020-05-20,Caso activo,1815
1816,Woods,2022-12-04,Caso Archivado,1816
1817,Watkins,2021-11-21,Caso activo,1817
1818,Hernandez,2022-12-21,Caso Archivado,1818
1819,Andrews,2021-10-13,Caso cerrado,1819
1820,Cole,2022-04-01,Caso Archivado,1820
1821,Johnson,2022-03-30,Caso activo,1821
1822,Mathews,2020-12-12,Caso cerrado,1822
1823,Bowman,2022-07-17,Caso Archivado,1823
1824,Levy,2020-10-23,Caso cerrado,1824
1825,Mckenzie,2021-06-26,Caso Archivado,1825
1826,Contreras,2020-09-19,Caso cerrado,1826
1827,Martin,2020-05-14,Caso activo,1827
1828,Marsh,2022-08-12,Caso activo,1828
1829,Stanley,2020-01-10,Caso activo,1829
1830,Lambert,2022-12-03,Caso Archivado,1830
1831,Jones,2021-07-25,Caso activo,1831
1832,Parks,2021-02-15,Caso Archivado,1832
1833,Ritter,2022-08-27,Caso activo,1833
1834,Donovan,2021-11-29,Caso activo,1834
1835,Marquez,2020-05-31,Caso activo,1835
1836,Crawford,2023-01-21,Caso cerrado,1836
1837,Johnson,2021-01-16,Caso activo,1837
1838,White,2021-05-31,Caso activo,1838
1839,Harrison,2020-01-19,Caso Archivado,1839
1840,Beasley,2021-09-29,Caso cerrado,1840
1841,Sanchez,2022-07-26,Caso activo,1841
1842,Morrow,2021-07-17,Caso Archivado,1842
1843,Hoffman,2020-11-07,Caso Archivado,1843
1844,Alvarado,2022-07-01,Caso Archivado,1844
1845,Obrien,2021-06-12,Caso Archivado,1845
1846,Foster,2022-05-13,Caso Archivado,1846
1847,Owens,2022-07-12,Caso Archivado,1847
1848,Eaton,2021-04-17,Caso cerrado,1848
1849,Graham,2022-03-26,Caso activo,1849
1850,White,2020-08-06,Caso activo,1850
1851,Alexander,2022-11-26,Caso cerrado,1851
1852,Parker,2020-11-23,Caso activo,1852
1853,Quinn,2021-10-17,Caso activo,1853
1854,Doyle,2021-11-12,Caso Archivado,1854
1855,Griffin,2021-12-26,Caso activo,1855
1856,Allen,2022-06-05,Caso activo,1856
1857,Daniels,2020-04-27,Caso activo,1857
1858,Silva,2021-07-23,Caso activo,1858
1859,Montgomery,2022-11-15,Caso activo,1859
1860,Bates,2021-08-07,Caso activo,1860
1861,Ball,2022-03-27,Caso cerrado,1861
1862,Riley,2021-04-10,Caso cerrado,1862
1863,Hunt,2022-09-29,Caso Archivado,1863
1864,Crosby,2022-02-06,Caso Archivado,1864
1865,Perkins,2020-01-30,Caso cerrado,1865
1866,Quinn,2022-09-29,Caso cerrado,1866
1867,Cruz,2021-08-20,Caso Archivado,1867
1868,Hayden,2022-08-15,Caso Archivado,1868
1869,Ramirez,2021-12-22,Caso Archivado,1869
1870,King,2022-04-03,Caso cerrado,1870
1871,Charles,2021-10-10,Caso cerrado,1871
1872,Friedman,2020-11-17,Caso activo,1872
1873,Scott,2020-03-02,Caso activo,1873
1874,Ford,2021-01-13,Caso cerrado,1874
1875,Walls,2022-06-13,Caso cerrado,1875
1876,White,2020-03-19,Caso activo,1876
1877,Strickland,2022-08-15,Caso activo,1877
1878,Johnson,2020-06-13,Caso Archivado,1878
1879,Jenkins,2021-01-22,Caso activo,1879
1880,Baxter,2022-05-08,Caso activo,1880
1881,Fox,2022-01-27,Caso activo,1881
1882,Wells,2022-10-13,Caso Archivado,1882
1883,Ryan,2021-02-04,Caso Archivado,1883
1884,Harvey,2021-11-11,Caso Archivado,1884
1885,Mullins,2022-11-10,Caso cerrado,1885
1886,Aguilar,2022-05-09,Caso activo,1886
