nbr_ci_id,var_ci_nombre,var_ci_status,nbr_ba_id
769,William Andrews,casado/a,769
770,Angel Frost,casado/a,770
771,Crystal Morgan,solter/a,771
772,Linda Castillo,solter/a,772
773,Dr. William Bennett DVM,Viudo/a,773
774,Joseph Griffin,solter/a,774
775,Gregory Zimmerman,solter/a,775
776,Michael Jones,casado/a,776
777,Jose Foster,Divorciado/a,777
778,Justin Hamilton,Divorciado/a,778
779,Kenneth Miller,casado/a,779
780,Jacob Martinez,solter/a,780
781,Yolanda Robles,solter/a,781
782,Tracy Fitzpatrick,Viudo/a,782
783,Randy Cook,Divorciado/a,783
784,Christian Schwartz,Viudo/a,784
785,Gilbert Lowe,casado/a,785
786,Colleen Nelson,casado/a,786
787,Ms. Sherri Hendrix,Divorciado/a,787
788,Amy Clark,casado/a,788
789,Nancy Walters,casado/a,789
790,Maurice Hughes,solter/a,790
791,Daniel Lee,casado/a,791
792,Susan Pierce,casado/a,792
793,Sherry Potts,Divorciado/a,793
794,Debbie Fischer PhD,solter/a,794
795,Steven Smith,solter/a,795
796,Katelyn Mcbride,Viudo/a,796
797,Jill Pope,solter/a,797
798,Tiffany Gomez,Divorciado/a,798
799,Julie Hodges,solter/a,799
800,Christopher Lamb,casado/a,800
801,Brianna Lin,casado/a,801
802,Rebecca Lewis,casado/a,802
803,John Mcmillan,Divorciado/a,803
804,Kathy Acosta,Viudo/a,804
805,Kelly Hays,solter/a,805
806,Leslie Herman,casado/a,806
807,Donald Reyes,solter/a,807
808,John Medina,Viudo/a,808
809,Sandra Perry,casado/a,809
810,Maria Perry MD,Divorciado/a,810
811,Leslie Willis,Viudo/a,811
812,David Robbins,casado/a,812
813,Gary Washington,Divorciado/a,813
814,Brandon James,casado/a,814
815,Traci Drake,solter/a,815
816,Christine Hernandez,Divorciado/a,816
817,Barbara Lutz,casado/a,817
818,Peter Williams,Divorciado/a,818
819,Debra Petty,solter/a,819
820,Cole Walker,solter/a,820
821,Carolyn Lewis,solter/a,821
822,Benjamin Palmer,casado/a,822
823,Brittany Rivera,solter/a,823
824,Justin Griffin,Viudo/a,824
825,Adam Holder,solter/a,825
826,Tamara Dominguez,solter/a,826
827,Brandon Lopez,Divorciado/a,827
828,Richard Robertson,casado/a,828
829,Nicole Kim,Divorciado/a,829
830,Michael Coleman,solter/a,830
831,Emily Hester,Divorciado/a,831
832,Scott Mitchell,casado/a,832
833,Christine Garrett,solter/a,833
834,Mitchell Ochoa,Divorciado/a,834
835,Wanda Powell,Divorciado/a,835
836,Craig Lopez,solter/a,836
837,Christopher Fleming,casado/a,837
838,Tiffany Armstrong,solter/a,838
839,James Johnson,solter/a,839
840,Ruth Bush PhD,casado/a,840
841,Hayley Morgan,casado/a,841
842,Dana Oconnor,solter/a,842
843,Lauren Rogers,casado/a,843
844,Amanda Johnson,casado/a,844
845,Sharon Simpson,casado/a,845
846,Zachary Gallegos,solter/a,846
847,Dr. Penny Griffith,solter/a,847
848,Nicholas Bailey,casado/a,848
849,Brad Morgan,solter/a,849
850,Cynthia Allen,solter/a,850
851,Thomas Armstrong,casado/a,851
852,Jessica Briggs,casado/a,852
853,Tracy Hernandez,casado/a,853
854,Curtis Henry,casado/a,854
855,Cody Wilkerson,casado/a,855
856,Crystal Brooks,solter/a,856
857,Valerie Thompson,solter/a,857
858,Jason Gibson,casado/a,858
859,Matthew Estes,Divorciado/a,859
860,Bradley Spencer,solter/a,860
861,Emily Murphy,casado/a,861
862,Michelle Rasmussen,solter/a,862
863,Robert Moore,casado/a,863
864,Samuel Parker,casado/a,864
865,Mary Johnson,solter/a,865
866,Debbie Jenkins,Viudo/a,866
867,Antonio Arnold,solter/a,867
868,Kim Malone,casado/a,868
869,Ethan Maldonado,solter/a,869
870,Brandon Simmons,solter/a,870
871,Brittany Miller,solter/a,871
872,Lucas Walker Jr.,solter/a,872
873,Jonathan Shaw,solter/a,873
874,Caleb Silva,solter/a,874
875,Jennifer Rodriguez,solter/a,875
876,Stephanie Lin,solter/a,876
877,Cody Hill,casado/a,877
878,Tammy Scott,casado/a,878
879,Christopher Perry,casado/a,879
880,Kathryn Hancock,solter/a,880
881,Timothy Hernandez,solter/a,881
882,Brooke Hicks,solter/a,882
883,Edward Cox,casado/a,883
884,Gerald Wright,solter/a,884
885,Victor Reynolds,casado/a,885
886,Mary Boyd,Viudo/a,886
887,Tammy Tucker,solter/a,887
888,Marilyn Jackson,casado/a,888
889,Matthew Santos,solter/a,889
890,Eric Robinson,casado/a,890
891,Brian Maynard,casado/a,891
892,Dr. Elizabeth Hensley,casado/a,892
893,Theresa Walsh,solter/a,893
894,James Marshall,solter/a,894
895,Julie Morrison,casado/a,895
896,Carolyn Frank,casado/a,896
897,Angela Gomez,casado/a,897
898,Vincent Harris,casado/a,898
899,Thomas Jordan,solter/a,899
900,Johnny Leon,solter/a,900
901,Samantha Gonzalez,solter/a,901
902,Erik Dominguez,solter/a,902
903,Crystal Daniels,solter/a,903
904,Brian Flores,solter/a,904
905,John Barrera,casado/a,905
906,Martin Wright II,solter/a,906
907,Robert Williams,solter/a,907
908,Pedro Johnson,solter/a,908
909,Laura Russell,solter/a,909
910,Kelly Combs,casado/a,910
911,Victor Williams,Divorciado/a,911
912,Jessica Phillips,solter/a,912
913,Tracy Rivera,Divorciado/a,913
914,Richard Hubbard,Viudo/a,914
915,Catherine Taylor,casado/a,915
916,Kelly Barry,solter/a,916
917,Heather Burnett,Divorciado/a,917
918,Amy Farley,solter/a,918
919,Mr. Cody Wang,casado/a,919
920,Jacqueline Valdez,Divorciado/a,920
921,Tracy Miller,casado/a,921
922,Nicole Medina,solter/a,922
923,Ashley Koch,casado/a,923
924,Marie Harrell,solter/a,924
925,Amanda Gibson,solter/a,925
926,Amanda Cox,solter/a,926
927,Eric Miles,Viudo/a,927
928,Ryan Pollard,solter/a,928
929,Maurice Coleman,casado/a,929
930,Stephen Gallagher,casado/a,930
931,Jeffrey Harris,casado/a,931
932,Michelle Shah,casado/a,932
933,Cheryl Massey,casado/a,933
934,Chelsea Myers,solter/a,934
935,Julie Phillips,solter/a,935
936,Paul Davis,casado/a,936
937,David Barnett,casado/a,937
938,Stacy Black,casado/a,938
939,Danielle Welch,casado/a,939
940,Christina Christian,solter/a,940
941,Hayley Dixon,solter/a,941
942,Lisa Spencer,solter/a,942
943,Phillip Reeves,casado/a,943
944,Darlene Jones,Viudo/a,944
945,Stanley Hall,casado/a,945
946,Eric Cook,solter/a,946
947,Jason Peters DDS,solter/a,947
948,Richard Conner,solter/a,948
949,Joshua Fitzgerald,casado/a,949
950,Timothy Ross,solter/a,950
951,Amanda Ramsey,casado/a,951
952,Michael Black,solter/a,952
953,David Villegas,casado/a,953
954,Victoria Campbell,casado/a,954
955,Mary Conley,casado/a,955
956,Derrick Sherman,solter/a,956
957,Danny Andersen,solter/a,957
958,Mrs. Jessica Hall DDS,casado/a,958
959,Ashley Sandoval,solter/a,959
960,Richard Sawyer,solter/a,960
961,Andre Hill,solter/a,961
962,Travis Durham,casado/a,962
963,Christine Clark,solter/a,963
964,Linda Buchanan,Viudo/a,964
965,Lisa Clark,Viudo/a,965
966,Rebekah Garcia,solter/a,966
967,Jordan Phillips,casado/a,967
968,Ashley Walker,solter/a,968
969,Shannon Hernandez,casado/a,969
970,Jessica Jones,Divorciado/a,970
971,Margaret Butler,solter/a,971
972,Joshua Alvarez,casado/a,972
973,Melissa Dudley,casado/a,973
974,Kelsey Porter,solter/a,974
975,Emily Newman,casado/a,975
976,Kevin Ibarra,solter/a,976
977,Janet Garcia,casado/a,977
978,William Perez,casado/a,978
979,Steven Mitchell,Divorciado/a,979
980,Larry Oconnor,solter/a,980
981,Felicia Hayes,solter/a,981
982,Rita Murphy,casado/a,982
983,James Davis,Divorciado/a,983
984,Sabrina Wheeler,casado/a,984
985,Judy Hudson MD,solter/a,985
986,Jonathan Lyons,casado/a,986
987,Nicholas Diaz,Viudo/a,987
988,James Brooks,solter/a,988
989,Meghan Arnold,solter/a,989
990,Troy Walters,Divorciado/a,990
991,Kyle Ford,casado/a,991
992,Nicholas Walters,casado/a,992
993,James Patel,solter/a,993
994,Kelly Spencer,solter/a,994
995,Mackenzie Jones,solter/a,995
996,Grace Fields,solter/a,996
997,Laura Cortez,solter/a,997
998,Angela Baker,Divorciado/a,998
999,William Mills,casado/a,999
1000,Eileen Anderson,Divorciado/a,1000
1001,Tonya Summers,solter/a,1001
1002,Richard Ross,casado/a,1002
1003,Rebecca Pena,casado/a,1003
1004,Brittany Rich,casado/a,1004
1005,Caroline Watson,solter/a,1005
1006,Russell Ferrell,casado/a,1006
1007,Charles Snyder,solter/a,1007
1008,Shelley Moore,solter/a,1008
1009,Cody Gomez,Divorciado/a,1009
1010,Michael Johnson,casado/a,1010
1011,Michael Parrish,solter/a,1011
1012,Tiffany Huynh,solter/a,1012
1013,Michelle Singh,solter/a,1013
1014,Olivia Simpson,solter/a,1014
1015,Andrew Smith,casado/a,1015
1016,Angela Henson,solter/a,1016
1017,David Fox,solter/a,1017
1018,Brooke Knight MD,solter/a,1018
1019,Patrick Clark,casado/a,1019
1020,Molly Vargas,solter/a,1020
1021,Mr. John Schroeder,casado/a,1021
1022,Joshua Jenkins,casado/a,1022
1023,Michelle Reid,solter/a,1023
1024,Amy Henson,solter/a,1024
1025,Donald Johnson,casado/a,1025
1026,Cody Kirby,solter/a,1026
1027,Janice Hernandez,casado/a,1027
1028,Jackie Garza,Viudo/a,1028
1029,Krista Brown,casado/a,1029
1030,Caitlin Mitchell,solter/a,1030
1031,Stephen Trujillo,casado/a,1031
1032,Jennifer Jacobson,casado/a,1032
1033,Joseph Fuller,casado/a,1033
1034,Joseph Saunders,solter/a,1034
1035,Betty Smith,casado/a,1035
1036,Steven Lee,Viudo/a,1036
1037,Lisa Torres,casado/a,1037
1038,Lisa Dodson DDS,casado/a,1038
1039,Mrs. Kelsey Love MD,Divorciado/a,1039
1040,Aaron Michael,casado/a,1040
1041,Drew Hancock,casado/a,1041
1042,Joshua Davis,solter/a,1042
1043,Krista Norris,casado/a,1043
1044,Ryan Sparks,solter/a,1044
1045,Andrea Bolton,solter/a,1045
1046,Cameron Myers,casado/a,1046
1047,Zachary Castillo,casado/a,1047
1048,Corey Peterson,casado/a,1048
1049,James Daniels,solter/a,1049
1050,Jason Strickland,casado/a,1050
1051,Michael Patterson,solter/a,1051
1052,Jackie Berry,casado/a,1052
1053,Diane Gould,casado/a,1053
1054,Christopher Melendez,Divorciado/a,1054
1055,Steven Johnston,solter/a,1055
1056,Luis King,Divorciado/a,1056
1057,Debra Smith,solter/a,1057
1058,Jeffrey Wilson,Viudo/a,1058
1059,Maria Nolan,casado/a,1059
1060,Michael Ball,solter/a,1060
1061,Tammy Beasley,Viudo/a,1061
1062,Claudia Stephens,casado/a,1062
1063,Jamie Richards,solter/a,1063
1064,Timothy Sweeney,casado/a,1064
1065,Stephanie Sanchez,Viudo/a,1065
1066,Dakota Richard MD,casado/a,1066
1067,Sherri Thomas,solter/a,1067
1068,Megan James,Divorciado/a,1068
1069,Debra Mckinney,casado/a,1069
1070,Tonya Gill,casado/a,1070
1071,James Odonnell,solter/a,1071
1072,Max Barrett,solter/a,1072
1073,Richard Lozano,solter/a,1073
1074,Sierra Johnson,casado/a,1074
1075,Vanessa Hopkins,Viudo/a,1075
1076,Timothy Simpson,solter/a,1076
1077,Tammy Miller,casado/a,1077
1078,Casey Rich,Divorciado/a,1078
1079,Lauren Clark,casado/a,1079
1080,Alejandra Weaver,solter/a,1080
1081,Shelly King,solter/a,1081
1082,Stephen Turner,casado/a,1082
1083,Carl Douglas,solter/a,1083
1084,Wayne Owens,Divorciado/a,1084
1085,Donald Johnson,solter/a,1085
1086,Dr. Nicholas Nunez MD,solter/a,1086
1087,Crystal Kirby,solter/a,1087
1088,Betty Wilson,solter/a,1088
1089,Anthony Stevens,solter/a,1089
1090,Tony Sampson,solter/a,1090
1091,Jacqueline Lara,casado/a,1091
1092,Steven Miller,Viudo/a,1092
1093,Christine Padilla,solter/a,1093
1094,Debbie Lee,Viudo/a,1094
1095,Deborah Ramos,Divorciado/a,1095
1096,Ian Alvarado,solter/a,1096
1097,Tyler Collins,solter/a,1097
1098,Nicholas Mathews,solter/a,1098
1099,Carlos Smith,Viudo/a,1099
1100,Daniel Goodwin,casado/a,1100
1101,Laura Norman,solter/a,1101
1102,Kristin Jensen,casado/a,1102
1103,Harry Morris,solter/a,1103
1104,Michael Gomez,casado/a,1104
1105,Benjamin Yates,solter/a,1105
1106,Daniel Parks,solter/a,1106
1107,Nathan Johnson,solter/a,1107
1108,Debbie Ramirez,solter/a,1108
1109,Stephanie Evans,casado/a,1109
1110,Mary Garcia,Divorciado/a,1110
1111,William Hart,solter/a,1111
1112,Darlene Williams,solter/a,1112
1113,Randy Jones,Viudo/a,1113
1114,Mr. Phillip Smith PhD,casado/a,1114
1115,Chad Day,solter/a,1115
1116,Troy Bonilla,solter/a,1116
1117,Elizabeth Williams,Divorciado/a,1117
1118,Amanda Keller PhD,casado/a,1118
1119,Donald Ramirez,solter/a,1119
1120,Adrian Sherman,solter/a,1120
1121,Alexander Becker,casado/a,1121
1122,Daniel Day,casado/a,1122
1123,David Anderson,solter/a,1123
1124,Sherri Estrada,casado/a,1124
1125,Jessica Stark,casado/a,1125
1126,Andrea Carter,Viudo/a,1126
1127,Jillian Greer,Divorciado/a,1127
1128,Peter Harris,Viudo/a,1128
1129,David Cooke,solter/a,1129
1130,Susan Carter,casado/a,1130
1131,John Roberts,solter/a,1131
1132,Jonathan Wagner,casado/a,1132
1133,David Strickland,casado/a,1133
1134,Carolyn Obrien,solter/a,1134
1135,Erik Olson,casado/a,1135
1136,John Saunders,casado/a,1136
1137,Ellen Burns,casado/a,1137
1138,Anthony Smith,casado/a,1138
1139,Amy Smith,casado/a,1139
1140,Sandra Steele,solter/a,1140
1141,Karen Roberson,solter/a,1141
1142,Donald Diaz Jr.,casado/a,1142
1143,Paul Mendoza,solter/a,1143
1144,David Rush,Divorciado/a,1144
1145,Gerald Murphy,solter/a,1145
1146,Jose Soto,solter/a,1146
1147,Sheri Roberts,Viudo/a,1147
1148,Dr. Christina Sanders,casado/a,1148
1149,Edward Hudson,casado/a,1149
1150,Christopher Hill,casado/a,1150
1151,Angela Anderson,solter/a,1151
1152,Shannon Allen,casado/a,1152
1153,Rachel Wilson,casado/a,1153
1154,Angela Neal,casado/a,1154
1155,Johnny Harris,Divorciado/a,1155
1156,Casey Alvarado,casado/a,1156
1157,Mary Howard,casado/a,1157
1158,Wesley Tanner,casado/a,1158
1159,Jeffrey Saunders,casado/a,1159
1160,Todd Li,Divorciado/a,1160
1161,Julia Cox,Divorciado/a,1161
1162,Kendra Pena,solter/a,1162
1163,Wayne Shepherd,casado/a,1163
1164,Renee Edwards,casado/a,1164
1165,Monica Stewart,casado/a,1165
1166,Alex Little,Divorciado/a,1166
1167,John Shaw,casado/a,1167
1168,Karen Cohen,solter/a,1168
1169,Kevin Mckinney,casado/a,1169
1170,Kristie Lawson,solter/a,1170
1171,Lisa Ryan,solter/a,1171
1172,Elizabeth Hughes,Viudo/a,1172
1173,Jacqueline Schaefer,solter/a,1173
1174,Mary Jones,Divorciado/a,1174
1175,Kelly King,solter/a,1175
1176,Paul Walter,solter/a,1176
1177,Rhonda Day,solter/a,1177
1178,Kimberly Anderson,casado/a,1178
1179,Ricky Smith,solter/a,1179
1180,Alexander Espinoza,casado/a,1180
1181,Stephanie Lopez,casado/a,1181
1182,Michael Holt,Viudo/a,1182
1183,Natalie Huber,solter/a,1183
1184,Sarah Roberson,casado/a,1184
1185,Michael Harris,casado/a,1185
1186,Tracy Cannon,casado/a,1186
1187,Jennifer Shepherd,solter/a,1187
1188,Christy James,casado/a,1188
1189,Gary Sanchez,Viudo/a,1189
1190,Dale Ingram,Viudo/a,1190
1191,Stephanie Scott,solter/a,1191
1192,Frank Shepherd,solter/a,1192
1193,Thomas Gonzalez,Divorciado/a,1193
1194,Debra Shaw,solter/a,1194
1195,Keith Reed,casado/a,1195
1196,Amy Walker,casado/a,1196
1197,Mary Silva,casado/a,1197
1198,Tiffany Woods,solter/a,1198
1199,Wendy Vincent,casado/a,1199
1200,Theodore Gibson,casado/a,1200
1201,Luis Hopkins,solter/a,1201
1202,Robin Lester,casado/a,1202
1203,Daniel Anderson,solter/a,1203
1204,Suzanne Wilson,casado/a,1204
1205,Luis Huerta,solter/a,1205
1206,Nicholas Carpenter,casado/a,1206
1207,Matthew Miller,casado/a,1207
1208,Joshua Hanson,Divorciado/a,1208
1209,Alice George,solter/a,1209
1210,Mark Robinson,casado/a,1210
1211,Latasha West,solter/a,1211
1212,Daniel Silva,Divorciado/a,1212
1213,Erik Harris,solter/a,1213
1214,David Long,casado/a,1214
1215,Emily Norris,solter/a,1215
1216,Kristen Smith,solter/a,1216
1217,Justin Curtis,solter/a,1217
1218,Audrey Hood,casado/a,1218
1219,Kenneth Hendrix,casado/a,1219
1220,Elizabeth Beck,solter/a,1220
1221,Nathaniel Lynch,casado/a,1221
1222,Melissa Crane,solter/a,1222
1223,Lisa Garcia,solter/a,1223
1224,Terrence Moreno,solter/a,1224
1225,Christopher Ruiz,solter/a,1225
1226,Emma Shaw,solter/a,1226
1227,Michele Gomez,Viudo/a,1227
1228,Eric Smith,casado/a,1228
1229,Brian Roberts,solter/a,1229
1230,Jose Jones,casado/a,1230
1231,Debra Fields MD,casado/a,1231
1232,Eric Taylor,casado/a,1232
1233,Steven Daniels,Divorciado/a,1233
1234,Jennifer Myers,solter/a,1234
1235,Sonia Jones,solter/a,1235
1236,Heather Santana,solter/a,1236
1237,Eric Bradley,casado/a,1237
1238,Michael Davis,solter/a,1238
1239,Andrea Thompson,casado/a,1239
1240,Jason Galvan,casado/a,1240
1241,Robert Miller,casado/a,1241
1242,Heather Higgins,casado/a,1242
1243,James Saunders,solter/a,1243
1244,Julian Elliott,casado/a,1244
1245,Mallory Jones,solter/a,1245
1246,Phillip Flores,solter/a,1246
1247,Jennifer Harrison,casado/a,1247
1248,Timothy Landry,casado/a,1248
1249,Danielle Suarez,solter/a,1249
1250,Michael Wright,solter/a,1250
1251,David Yang,casado/a,1251
1252,Frank Nelson,casado/a,1252
1253,Amanda Harrison,solter/a,1253
1254,Christina Schmidt,casado/a,1254
1255,Lisa Cobb,Viudo/a,1255
1256,William Walter,casado/a,1256
1257,David Diaz,casado/a,1257
1258,Antonio Ramirez,casado/a,1258
1259,Jacob Serrano,Viudo/a,1259
1260,Lawrence Brown,solter/a,1260
1261,Andrea Boyd,casado/a,1261
1262,Sonia Mclaughlin,solter/a,1262
1263,Sharon Simon,solter/a,1263
1264,Shannon Davidson,solter/a,1264
1265,Natalie Bryan,solter/a,1265
1266,Evan Peters,Viudo/a,1266
1267,Jenna Morrison,casado/a,1267
1268,Thomas Owen,solter/a,1268
1269,Christy Bowen,Divorciado/a,1269
1270,Michelle Hood,solter/a,1270
1271,Johnathan Mayo,solter/a,1271
1272,Dr. Doris Holt,solter/a,1272
1273,Amanda Joseph DDS,solter/a,1273
1274,Evan Frazier,Divorciado/a,1274
1275,Mark Young,Viudo/a,1275
1276,Sydney Zamora,casado/a,1276
1277,Kenneth Robles,solter/a,1277
1278,Sandra Cooper,casado/a,1278
1279,Jose Wilkerson,Divorciado/a,1279
1280,Marcus Blackwell,solter/a,1280
1281,Joshua York,solter/a,1281
1282,Emma Clark MD,solter/a,1282
1283,Luis Garrett,casado/a,1283
1284,Ryan Mayo,solter/a,1284
1285,Tanya Perez,casado/a,1285
1286,Lauren Smith,casado/a,1286
1287,Mr. Keith Neal DDS,casado/a,1287
1288,Dustin Meyer,casado/a,1288
1289,Juan Gordon,Viudo/a,1289
1290,Rebecca George,solter/a,1290
1291,Dylan Pitts,solter/a,1291
1292,Corey Aguilar,casado/a,1292
1293,Jordan Newman,casado/a,1293
1294,Mark Pacheco,Divorciado/a,1294
1295,Danielle Simmons,Divorciado/a,1295
1296,Deanna Pham,solter/a,1296
1297,Steve Hernandez,solter/a,1297
1298,Jessica Young,solter/a,1298
1299,Sharon Castaneda,casado/a,1299
1300,Margaret Sexton,Viudo/a,1300
1301,Bryan Howard,solter/a,1301
1302,Joseph Wagner,Viudo/a,1302
1303,David Chung,solter/a,1303
1304,Sara Atkinson,Viudo/a,1304
1305,Jimmy Clayton,solter/a,1305
1306,Robert Russell,casado/a,1306
1307,Pamela Savage,casado/a,1307
1308,Maurice Young,casado/a,1308
1309,Maurice Andrews,Divorciado/a,1309
1310,Julie Johnson,solter/a,1310
1311,Mason Steele,Divorciado/a,1311
1312,Priscilla Duran,casado/a,1312
1313,Kelsey Martinez,casado/a,1313
1314,Kimberly Baldwin,casado/a,1314
1315,Tammy Jimenez,casado/a,1315
1316,Stephanie Gross,casado/a,1316
1317,William Smith,solter/a,1317
1318,Angela Strickland,solter/a,1318
1319,Paul Ramirez,casado/a,1319
1320,Ryan Evans MD,casado/a,1320
1321,Kristin Lewis,casado/a,1321
1322,Michael Stone,solter/a,1322
1323,Ashley Smith,solter/a,1323
1324,Eduardo Lee,solter/a,1324
1325,Robert Johnson,casado/a,1325
1326,Jose Tucker,solter/a,1326
1327,William Mason,solter/a,1327
1328,Wanda Scott,Divorciado/a,1328
1329,Matthew Lee,casado/a,1329
1330,Jeremiah Mcmahon,solter/a,1330
1331,Holly Casey,solter/a,1331
1332,Russell Abbott,casado/a,1332
1333,Tina Stein,casado/a,1333
1334,Sarah Zamora,casado/a,1334
1335,Maria Collins,solter/a,1335
1336,Steven Wang,solter/a,1336
1337,Lisa Chambers,solter/a,1337
1338,Gregory Gibson,casado/a,1338
1339,Patrick Henry,solter/a,1339
1340,Patricia Santiago,solter/a,1340
1341,Cynthia Smith,casado/a,1341
1342,Marcus Howe,solter/a,1342
1343,Kayla Delgado,casado/a,1343
1344,Victoria White,casado/a,1344
1345,Michael Washington,Viudo/a,1345
1346,William Miranda,casado/a,1346
1347,Thomas Williams,solter/a,1347
1348,Claire Taylor,casado/a,1348
1349,Guy Morrison,casado/a,1349
1350,Evan Banks,casado/a,1350
1351,Alice Morris,casado/a,1351
1352,Gregory Oconnell,solter/a,1352
1353,Christopher Bennett,solter/a,1353
1354,Chad Brown,solter/a,1354
1355,Alexis Smith,Divorciado/a,1355
1356,Erik Arellano,casado/a,1356
1357,Kelly Perez,solter/a,1357
1358,Wendy Stevens,solter/a,1358
1359,Andrew Gray,casado/a,1359
1360,Jacob Hart,Divorciado/a,1360
1361,Chelsea Thompson,solter/a,1361
1362,Alexander Baker,Viudo/a,1362
1363,Max Barton,Viudo/a,1363
1364,Thomas Harris,Viudo/a,1364
1365,Pamela Adams,Viudo/a,1365
1366,Debra Vazquez,Viudo/a,1366
1367,Sharon Gonzalez,casado/a,1367
1368,Carlos Marsh,solter/a,1368
1369,Kevin Flynn,Viudo/a,1369
1370,Mary Jackson,solter/a,1370
1371,Jordan Perez,solter/a,1371
1372,Paige Larsen MD,solter/a,1372
1373,Alyssa Walker,casado/a,1373
1374,David Williams,casado/a,1374
1375,Sherry Martinez,solter/a,1375
1376,Regina Brown,casado/a,1376
1377,James Hernandez,Divorciado/a,1377
1378,Edward Palmer,casado/a,1378
1379,Luis Dominguez,solter/a,1379
1380,Daniel Webb,solter/a,1380
1381,Brian Walters,solter/a,1381
1382,Jordan Williams,Divorciado/a,1382
1383,Daniel Salas,solter/a,1383
1384,Keith Wheeler,solter/a,1384
1385,James Valenzuela,casado/a,1385
1386,Alex Obrien,solter/a,1386
1387,Logan Lewis,solter/a,1387
1388,Samantha Lambert,solter/a,1388
1389,Courtney Quinn,solter/a,1389
1390,Rhonda Hudson,casado/a,1390
1391,Julia Cooley,casado/a,1391
1392,Ricky Brown,solter/a,1392
1393,Catherine Thornton DVM,solter/a,1393
1394,Steven Odonnell IV,solter/a,1394
1395,Christopher Shannon,Divorciado/a,1395
1396,Suzanne Meyer,solter/a,1396
1397,Dennis Jones,solter/a,1397
1398,Patrick Mcdonald,Divorciado/a,1398
1399,Rachel Taylor,solter/a,1399
1400,Allen Singh,solter/a,1400
1401,Charles Keller,Viudo/a,1401
1402,Christopher Nguyen,Viudo/a,1402
1403,Jeffrey Cunningham,solter/a,1403
1404,Mary Mckay,solter/a,1404
1405,Todd Bond,solter/a,1405
1406,Christine Alvarado,casado/a,1406
1407,Rebecca Wilkinson,casado/a,1407
1408,Keith Sanchez,Divorciado/a,1408
1409,Kevin Green,Viudo/a,1409
1410,Dawn Beck,Divorciado/a,1410
1411,Joshua White,casado/a,1411
1412,Suzanne Guerra,solter/a,1412
1413,Erika Jensen,solter/a,1413
1414,Timothy Walter,solter/a,1414
1415,Tiffany Mcmahon,casado/a,1415
1416,Cody Ramos,Viudo/a,1416
1417,Lori Hardy,casado/a,1417
1418,Karla Townsend,solter/a,1418
1419,Karen Salinas,Divorciado/a,1419
1420,Courtney Clark,solter/a,1420
1421,Susan Martin,Viudo/a,1421
1422,Jason Morgan,casado/a,1422
1423,Judith Tucker,solter/a,1423
1424,Joshua Barrera,solter/a,1424
1425,Mr. Manuel Barrett DDS,casado/a,1425
1426,Benjamin Griffith,solter/a,1426
1427,Pamela Jones,casado/a,1427
1428,Ashley Vasquez,solter/a,1428
1429,Rhonda Martin,solter/a,1429
1430,Emily Jones,solter/a,1430
1431,Matthew West,Viudo/a,1431
1432,Matthew Ortiz,Viudo/a,1432
1433,Bobby Keith,solter/a,1433
1434,Sara Frost,solter/a,1434
1435,Stephanie Fisher,solter/a,1435
1436,James Harris,casado/a,1436
1437,Austin Buchanan Jr.,solter/a,1437
1438,Sonya Austin,solter/a,1438
1439,Corey Riley,casado/a,1439
1440,Adam Mendoza MD,solter/a,1440
1441,Joshua Norman,solter/a,1441
1442,Mary Haynes,solter/a,1442
1443,Kaitlin Rice,casado/a,1443
1444,Michael Lewis,solter/a,1444
1445,Sharon Kline,solter/a,1445
1446,Krystal Sanchez,solter/a,1446
1447,James Rodriguez,solter/a,1447
1448,James Mason,solter/a,1448
1449,Kayla Jones,Divorciado/a,1449
1450,Ashley Watson,solter/a,1450
1451,Troy Cruz,solter/a,1451
1452,Holly Scott,solter/a,1452
1453,Samuel Reed,solter/a,1453
1454,Stacey Russell,solter/a,1454
1455,Mary Davenport,casado/a,1455
1456,Kayla Norton,solter/a,1456
1457,Patricia Powers,Viudo/a,1457
1458,Jack Washington,solter/a,1458
1459,Karen Manning,solter/a,1459
1460,Tanya Warren,casado/a,1460
1461,Brett Mosley,solter/a,1461
1462,Brooke Chan,Divorciado/a,1462
1463,Heather Olson,solter/a,1463
1464,Joel Jimenez,casado/a,1464
1465,Shannon Hickman,Viudo/a,1465
1466,Matthew Roy,casado/a,1466
1467,Michael Wilson,solter/a,1467
1468,Sarah Lopez,casado/a,1468
1469,William Decker,Divorciado/a,1469
1470,Stephanie Contreras,Viudo/a,1470
1471,Robert Wilson,casado/a,1471
1472,Steven Lynch,Viudo/a,1472
1473,Sabrina Burns,Viudo/a,1473
1474,Kevin Day,solter/a,1474
1475,Danielle Harris,solter/a,1475
1476,Zachary Gallegos,casado/a,1476
1477,Justin Martin,solter/a,1477
1478,Thomas Davis,solter/a,1478
1479,Ashley Hall,Divorciado/a,1479
1480,Jennifer Rojas,Divorciado/a,1480
1481,Edward Mason,solter/a,1481
1482,Diana Wang,solter/a,1482
1483,Nicholas Jimenez,solter/a,1483
1484,Matthew Garrett,casado/a,1484
1485,Anthony Smith,solter/a,1485
1486,Brittany Mcpherson,Divorciado/a,1486
1487,Michael Smith,casado/a,1487
1488,Amy Smith,Divorciado/a,1488
1489,Scott Davidson,Divorciado/a,1489
1490,Michael Petersen,solter/a,1490
1491,Cheryl Bates,Divorciado/a,1491
1492,Charles White,Divorciado/a,1492
